,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0
446,110000.0,2,2,1,24,1
447,50000.0,1,1,1,23,1
448,190000.0,1,2,2,26,0
449,170000.0,2,2,1,46,-1
450,210000.0,2,4,2,25,0
451,50000.0,1,3,2,25,0
452,20000.0,2,3,1,45,2
453,80000.0,2,2,1,26,0
454,500000.0,2,1,2,39,-1
455,250000.0,2,2,2,31,1
456,50000.0,1,3,1,34,0
457,300000.0,1,2,1,38,0
458,30000.0,2,2,1,40,2
459,50000.0,1,2,2,34,2
460,180000.0,2,2,2,35,-2
461,50000.0,2,5,1,28,0
462,50000.0,1,3,1,46,0
463,190000.0,2,2,1,40,0
464,200000.0,2,2,2,32,-2
465,140000.0,2,2,2,26,0
466,10000.0,1,3,1,47,0
467,180000.0,2,5,1,54,0
468,170000.0,2,3,2,29,-1
469,50000.0,1,2,1,36,1
470,200000.0,1,2,2,32,-1
471,170000.0,2,2,1,42,-1
472,50000.0,1,2,2,52,1
473,230000.0,2,2,2,24,-1
474,500000.0,2,2,2,36,0
475,50000.0,1,2,2,25,2
476,80000.0,1,1,2,38,0
477,200000.0,2,2,1,61,-1
478,360000.0,1,3,2,34,1
479,140000.0,2,1,1,41,-1
480,290000.0,2,2,1,48,1
481,50000.0,1,2,1,41,0
482,10000.0,2,2,3,38,0
483,80000.0,1,2,2,27,2
484,20000.0,1,3,2,22,0
485,150000.0,1,1,2,37,-2
486,230000.0,2,1,2,37,0
487,60000.0,2,3,2,24,0
488,360000.0,2,1,2,26,-1
489,100000.0,1,2,1,36,0
490,30000.0,1,2,1,33,0
491,330000.0,2,2,1,30,0
492,20000.0,2,1,2,24,-1
493,80000.0,2,2,1,49,1
494,90000.0,2,5,2,23,0
495,20000.0,2,2,2,23,0
496,230000.0,1,3,1,61,1
497,160000.0,1,2,2,28,-1
498,200000.0,2,2,1,36,-1
499,20000.0,1,2,2,27,0
500,170000.0,1,1,1,35,0
501,180000.0,2,2,1,26,0
502,50000.0,2,2,1,29,0
503,360000.0,2,1,1,40,-1
504,230000.0,2,2,2,28,-1
505,80000.0,2,1,2,28,0
506,60000.0,1,1,2,31,2
507,150000.0,2,3,1,52,-1
508,120000.0,2,3,1,52,0
509,430000.0,2,1,1,43,-1
510,360000.0,1,3,1,32,0
511,200000.0,2,2,1,60,-1
512,50000.0,1,2,2,26,0
513,150000.0,2,2,1,36,0
514,20000.0,2,1,2,46,0
515,20000.0,1,1,2,23,0
516,50000.0,1,2,2,24,1
517,260000.0,2,2,2,27,0
518,230000.0,2,3,2,30,0
519,170000.0,1,3,1,43,-1
520,180000.0,1,1,2,28,-2
521,30000.0,1,1,2,38,1
522,20000.0,1,2,2,22,3
523,260000.0,1,3,1,50,2
524,180000.0,2,3,2,30,-1
525,230000.0,2,2,1,32,0
526,120000.0,2,2,3,43,0
527,280000.0,1,1,1,63,-2
528,270000.0,2,2,2,29,0
529,70000.0,1,1,1,39,0
530,60000.0,1,2,2,31,0
531,180000.0,1,2,2,28,0
532,160000.0,2,2,1,32,0
533,50000.0,2,1,2,25,0
534,60000.0,2,2,2,48,-2
535,50000.0,1,2,2,48,3
536,80000.0,2,2,1,56,1
537,30000.0,2,2,1,22,0
538,90000.0,2,1,2,26,0
539,130000.0,2,2,1,33,0
540,200000.0,1,1,1,38,-2
541,20000.0,2,2,2,23,0
542,300000.0,1,3,1,31,-1
543,160000.0,2,1,1,41,0
544,500000.0,2,1,1,41,-1
545,50000.0,2,2,2,25,2
546,20000.0,1,1,2,25,0
547,240000.0,1,3,1,40,2
548,200000.0,1,2,2,29,2
549,200000.0,2,2,2,27,-1
550,260000.0,2,1,2,36,-1
551,100000.0,1,2,2,26,2
552,360000.0,1,3,1,42,-1
553,280000.0,2,6,3,38,0
554,360000.0,1,1,1,47,0
555,420000.0,2,1,1,34,-1
556,400000.0,2,2,1,42,-2
557,50000.0,2,2,1,41,2
558,500000.0,1,1,1,45,-2
559,50000.0,1,2,2,56,0
560,80000.0,2,1,2,24,-1
561,80000.0,2,2,2,23,2
562,20000.0,2,2,2,50,0
563,460000.0,2,1,2,27,0
564,240000.0,1,1,2,33,0
565,120000.0,1,2,2,30,0
566,20000.0,1,2,2,24,1
567,290000.0,1,3,1,50,0
568,50000.0,2,2,2,38,0
569,200000.0,2,2,1,40,0
570,20000.0,2,3,3,27,0
571,100000.0,1,1,1,43,0
572,260000.0,2,1,2,36,0
573,20000.0,2,2,2,27,4
574,10000.0,2,2,2,22,0
575,420000.0,1,1,1,47,-2
576,130000.0,2,3,2,27,0
577,150000.0,2,1,2,25,0
578,120000.0,1,1,2,33,-1
579,30000.0,2,2,2,25,0
580,260000.0,2,2,2,31,0
581,60000.0,1,3,2,34,-1
582,70000.0,2,3,2,52,0
583,110000.0,1,2,2,26,2
584,180000.0,1,2,2,37,-1
585,300000.0,2,2,2,48,-2
586,260000.0,2,1,1,38,-2
587,50000.0,2,2,1,41,2
588,90000.0,2,3,1,45,0
589,20000.0,2,2,2,24,1
590,220000.0,2,1,2,30,-1
591,240000.0,1,1,2,27,0
592,440000.0,2,2,2,40,0
593,60000.0,2,2,1,37,5
594,380000.0,1,2,1,31,-1
595,30000.0,2,3,1,44,2
596,120000.0,2,2,2,35,0
597,150000.0,1,1,2,29,-2
598,90000.0,1,2,2,28,0
599,180000.0,2,2,1,34,0
600,10000.0,2,2,2,37,-1
601,20000.0,1,2,2,24,2
602,80000.0,2,3,1,41,2
603,610000.0,1,2,1,30,0
604,180000.0,2,3,2,27,1
605,50000.0,1,3,1,53,1
606,130000.0,1,1,2,30,0
607,160000.0,1,1,2,26,0
608,200000.0,1,1,2,29,0
609,20000.0,1,1,2,29,0
610,50000.0,2,2,2,56,0
611,30000.0,2,2,1,46,1
612,140000.0,1,2,1,29,0
613,160000.0,1,2,1,45,1
614,410000.0,1,1,1,33,-1
615,320000.0,2,1,2,30,0
616,50000.0,2,2,1,36,0
617,110000.0,1,2,2,29,0
618,530000.0,2,3,1,50,0
619,80000.0,2,2,2,40,0
620,190000.0,2,1,2,26,2
621,500000.0,1,2,1,58,-1
622,270000.0,2,3,2,30,1
623,20000.0,2,2,2,26,2
624,90000.0,1,2,1,39,0
625,10000.0,1,2,2,44,1
626,320000.0,2,2,1,36,0
627,190000.0,2,1,1,33,0
628,380000.0,1,1,1,39,-1
629,180000.0,1,2,2,30,0
630,360000.0,2,1,2,33,-1
631,150000.0,1,2,1,30,1
632,50000.0,2,1,1,57,1
633,50000.0,1,2,2,39,1
634,50000.0,1,3,1,51,0
635,340000.0,2,2,2,30,0
636,320000.0,1,1,2,26,-1
637,230000.0,2,1,2,42,-1
638,120000.0,2,1,2,31,-1
639,30000.0,1,1,2,34,1
640,240000.0,1,1,2,34,-1
641,240000.0,2,2,1,32,1
642,210000.0,1,1,2,30,0
643,20000.0,1,3,2,24,1
644,20000.0,2,2,1,42,0
645,110000.0,2,1,2,25,1
646,130000.0,1,2,1,39,0
647,80000.0,2,2,1,28,0
648,20000.0,1,2,1,36,1
649,10000.0,1,1,1,38,-1
650,180000.0,1,2,1,37,-1
651,280000.0,2,2,2,29,0
652,220000.0,1,1,2,29,2
653,260000.0,1,2,1,42,3
654,30000.0,1,2,1,40,1
655,50000.0,2,2,1,29,-2
656,150000.0,2,3,2,47,0
657,160000.0,1,3,2,38,0
658,20000.0,1,2,2,26,1
659,280000.0,1,1,1,42,0
660,50000.0,1,2,2,24,0
661,300000.0,2,1,2,43,1
662,230000.0,1,2,1,31,0
663,60000.0,1,3,2,27,0
664,190000.0,1,3,1,29,-2
665,60000.0,1,2,2,43,1
666,100000.0,2,2,2,25,2
667,30000.0,2,2,1,45,0
668,200000.0,2,2,2,30,6
669,30000.0,1,1,3,27,0
670,130000.0,1,2,2,25,0
671,120000.0,1,2,2,29,0
672,160000.0,2,2,2,35,1
673,20000.0,2,2,2,23,0
674,30000.0,2,2,2,24,2
675,70000.0,2,2,2,23,0
676,80000.0,1,3,2,25,0
677,80000.0,2,2,2,23,0
678,100000.0,1,2,2,50,0
679,570000.0,1,1,2,31,0
680,170000.0,1,1,1,45,2
681,50000.0,2,2,2,25,1
682,310000.0,2,1,2,39,0
683,140000.0,1,1,2,27,0
684,200000.0,2,2,2,29,0
685,300000.0,2,2,2,26,0
686,300000.0,2,1,2,26,0
687,140000.0,1,2,2,55,0
688,560000.0,1,1,1,47,-1
689,200000.0,1,1,1,46,1
690,230000.0,2,3,1,31,0
691,200000.0,1,1,1,36,0
692,160000.0,1,2,2,34,2
693,220000.0,1,1,2,29,0
694,60000.0,1,3,2,25,0
695,390000.0,2,2,1,43,2
696,280000.0,2,1,2,39,-2
697,80000.0,1,1,1,60,0
698,360000.0,1,2,1,34,0
699,20000.0,2,2,2,21,0
700,500000.0,2,2,1,31,-1
701,90000.0,2,1,2,23,-1
702,30000.0,2,1,1,33,0
703,390000.0,1,1,2,47,1
704,360000.0,1,1,1,32,1
705,10000.0,2,2,2,32,0
706,150000.0,2,1,1,32,1
707,40000.0,2,2,2,27,0
708,210000.0,2,5,2,29,0
709,50000.0,2,2,1,41,0
710,10000.0,1,2,2,23,0
711,310000.0,2,2,2,26,0
712,50000.0,1,1,2,34,0
713,150000.0,2,1,1,37,-1
714,50000.0,1,3,1,48,0
715,250000.0,2,1,2,30,0
716,30000.0,2,3,1,46,2
717,30000.0,1,1,1,32,0
718,30000.0,2,3,1,50,2
719,20000.0,2,2,1,44,8
720,30000.0,2,1,2,24,0
721,300000.0,1,1,1,45,-1
722,90000.0,1,2,1,28,0
723,30000.0,1,2,2,24,0
724,200000.0,2,2,1,51,0
725,180000.0,2,2,2,29,0
726,70000.0,2,2,2,26,0
727,230000.0,2,2,2,29,-2
728,240000.0,2,1,1,45,1
729,190000.0,2,3,1,41,-1
730,80000.0,2,1,1,29,-2
731,300000.0,2,2,1,34,0
732,220000.0,2,1,1,36,0
733,340000.0,1,2,1,31,0
734,480000.0,2,1,2,57,-1
735,60000.0,2,1,1,25,0
736,200000.0,1,2,1,28,-1
737,20000.0,1,2,1,53,0
738,110000.0,2,3,2,46,0
739,470000.0,2,2,2,32,0
740,200000.0,1,2,1,42,-1
741,130000.0,1,1,2,30,0
742,80000.0,1,1,1,46,0
743,120000.0,2,2,1,30,1
744,180000.0,1,1,2,27,0
745,400000.0,1,2,1,42,0
746,150000.0,1,3,1,43,0
747,640000.0,2,3,2,34,0
748,500000.0,1,1,1,32,1
749,70000.0,2,1,2,26,1
750,100000.0,2,1,2,24,-1
751,80000.0,2,3,1,42,-2
752,120000.0,2,2,1,30,0
753,210000.0,2,1,2,31,0
754,50000.0,2,1,2,25,-1
755,50000.0,2,2,1,45,0
756,260000.0,1,2,1,35,-2
757,20000.0,1,2,2,22,1
758,30000.0,1,2,1,40,2
759,310000.0,2,2,1,29,0
760,100000.0,1,1,2,34,-1
761,300000.0,2,1,1,38,-2
762,30000.0,1,3,1,47,0
763,320000.0,1,2,2,34,0
764,120000.0,2,1,2,32,0
765,80000.0,1,2,2,24,0
766,20000.0,1,3,1,50,2
767,380000.0,1,1,1,53,-2
768,180000.0,2,1,2,30,0
769,50000.0,1,2,2,27,0
770,280000.0,1,1,2,33,-2
771,30000.0,2,3,2,47,0
772,100000.0,1,2,2,25,2
773,30000.0,1,1,2,45,0
774,160000.0,2,2,2,30,0
775,210000.0,1,1,1,42,-1
776,10000.0,1,1,2,30,0
777,420000.0,2,2,2,36,-1
778,400000.0,2,1,1,37,-2
779,70000.0,2,1,2,29,0
780,110000.0,1,2,2,31,0
781,300000.0,1,1,1,54,0
782,120000.0,2,1,2,27,-1
783,180000.0,1,1,2,27,0
784,400000.0,1,1,1,46,0
785,100000.0,1,1,1,44,0
786,220000.0,2,2,1,32,-2
787,220000.0,2,2,1,43,-1
788,140000.0,2,2,1,27,0
789,90000.0,2,2,1,51,0
790,30000.0,2,1,2,23,0
791,240000.0,2,1,2,28,0
792,110000.0,2,1,1,37,0
793,60000.0,2,1,2,24,2
794,20000.0,1,2,2,26,1
795,180000.0,1,2,1,53,0
796,130000.0,2,2,2,26,0
797,130000.0,2,3,1,36,0
798,70000.0,1,1,2,26,2
799,10000.0,1,2,1,42,-1
800,50000.0,2,1,2,24,-2
801,190000.0,2,1,1,31,-1
802,60000.0,1,2,2,36,0
803,20000.0,1,1,2,25,1
804,80000.0,2,2,2,42,2
805,500000.0,2,1,1,51,-1
