,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,def_pay
527,620000.0,2,2,1,45,2,1
532,10000.0,1,2,2,46,0,1
533,100000.0,2,3,1,50,2,1
542,30000.0,2,2,1,36,2,1
546,220000.0,2,1,1,41,1,1
550,100000.0,1,3,1,52,0,1
551,190000.0,2,1,2,41,-1,1
552,50000.0,1,1,1,56,0,1
566,90000.0,2,1,2,24,0,1
573,160000.0,2,2,2,60,-2,1
575,290000.0,1,1,1,53,2,1
580,30000.0,1,2,2,28,1,1
586,220000.0,1,1,1,43,1,1
587,210000.0,1,3,2,25,-1,1
599,300000.0,2,2,1,36,-1,1
601,30000.0,1,3,1,59,-1,1
611,360000.0,2,1,2,29,0,1
646,60000.0,1,3,1,31,2,1
648,280000.0,2,2,1,44,2,1
653,450000.0,2,1,1,42,1,1
655,280000.0,1,2,1,39,-2,1
657,190000.0,2,1,2,28,0,1
661,90000.0,1,2,1,40,0,1
669,20000.0,2,1,1,30,2,1
671,20000.0,1,2,1,34,0,1
672,100000.0,2,1,2,28,2,1
673,30000.0,1,2,2,25,2,1
675,90000.0,1,3,2,42,2,1
676,190000.0,1,2,2,40,2,1
686,20000.0,2,3,1,41,-1,1
692,200000.0,2,2,1,29,2,1
702,10000.0,2,3,2,22,0,1
703,50000.0,2,2,3,30,1,1
705,50000.0,1,1,2,26,-1,1
717,70000.0,2,2,1,33,0,1
721,10000.0,1,2,2,22,0,1
725,10000.0,1,2,1,45,0,1
729,60000.0,1,1,2,29,-1,1
739,80000.0,2,2,2,25,2,1
747,300000.0,2,3,1,34,0,1
748,150000.0,2,1,2,31,2,1
749,50000.0,2,2,2,25,8,1
752,50000.0,1,2,2,26,0,1
757,230000.0,2,2,1,30,2,1
760,50000.0,2,2,2,52,1,1
778,50000.0,2,1,1,32,2,1
782,100000.0,2,1,2,28,2,1
783,210000.0,2,1,1,42,1,1
784,230000.0,2,2,1,32,0,1
801,20000.0,1,2,2,25,4,1
807,20000.0,2,3,2,36,0,1
814,120000.0,1,3,1,33,1,1
816,70000.0,1,3,1,51,2,1
821,50000.0,2,2,2,24,1,1
824,40000.0,1,1,2,27,0,1
832,470000.0,2,2,1,27,0,1
835,30000.0,2,3,2,53,-1,1
839,500000.0,1,1,1,43,1,1
843,110000.0,2,2,2,33,1,1
847,50000.0,1,2,3,42,2,1
848,150000.0,1,3,1,37,4,1
856,40000.0,2,1,2,29,0,1
857,100000.0,2,3,1,43,2,1
862,30000.0,2,3,2,52,2,1
881,210000.0,2,2,1,49,1,1
884,50000.0,1,3,2,55,0,1
894,240000.0,2,2,1,37,-1,1
896,110000.0,1,1,3,55,1,1
897,170000.0,2,1,2,28,2,1
898,90000.0,2,3,3,51,0,1
906,50000.0,1,1,2,30,2,1
917,120000.0,1,1,2,32,1,1
925,180000.0,1,1,2,27,-2,1
931,320000.0,1,1,1,60,-1,1
932,160000.0,2,2,2,29,2,1
933,30000.0,1,2,2,32,2,1
938,180000.0,2,2,1,32,1,1
943,80000.0,2,2,2,24,2,1
950,30000.0,1,1,1,27,-1,1
957,200000.0,2,1,1,34,-1,1
959,250000.0,1,1,2,41,-1,1
960,380000.0,1,1,2,43,1,1
970,300000.0,1,1,1,42,-1,1
972,180000.0,2,3,1,39,2,1
974,140000.0,1,2,1,30,0,1
976,20000.0,1,2,2,25,1,1
978,180000.0,1,2,2,26,0,1
982,500000.0,1,1,2,36,-2,1
985,130000.0,1,3,2,43,1,1
991,260000.0,2,1,1,44,-1,1
993,360000.0,2,1,2,25,0,1
994,290000.0,2,1,2,29,1,1
997,360000.0,1,1,1,38,1,1
998,50000.0,2,2,2,23,-1,1
1003,360000.0,1,1,2,36,1,1
1004,150000.0,2,3,2,30,-2,1
1016,160000.0,2,1,2,26,0,1
1017,140000.0,2,3,2,57,2,1
1029,30000.0,2,2,1,67,2,1
1032,140000.0,2,1,2,31,-1,1
1035,60000.0,1,2,2,27,1,1
1037,180000.0,1,3,1,54,0,1
1041,230000.0,2,2,2,52,2,1
1044,20000.0,2,1,2,22,2,1
1046,220000.0,1,3,1,30,0,1
1047,140000.0,2,3,2,24,1,1
1059,20000.0,1,3,1,33,2,1
1060,60000.0,2,3,1,34,0,1
1062,280000.0,2,2,1,56,0,1
1064,30000.0,2,3,1,55,2,1
1067,240000.0,1,2,2,43,-1,1
1071,150000.0,2,2,1,44,-1,1
1083,50000.0,2,1,2,25,1,1
1086,410000.0,2,2,1,41,0,1
1093,360000.0,1,2,1,41,1,1
1100,210000.0,2,3,2,46,1,1
1101,30000.0,2,2,2,24,0,1
1104,20000.0,2,2,1,35,1,1
1108,80000.0,1,2,1,54,0,1
1116,150000.0,2,2,2,37,0,1
1118,140000.0,2,3,1,54,1,1
1120,200000.0,2,2,2,40,2,1
1121,20000.0,1,2,2,30,1,1
1129,50000.0,2,2,2,23,0,1
1130,230000.0,2,2,1,34,0,1
1144,100000.0,2,2,1,35,2,1
1145,240000.0,1,2,1,32,2,1
1146,70000.0,2,1,2,31,2,1
1152,180000.0,2,2,2,42,2,1
1170,140000.0,2,1,2,28,0,1
1174,140000.0,2,2,1,29,0,1
1175,180000.0,1,2,2,25,2,1
1182,90000.0,2,2,1,55,2,1
1186,20000.0,1,2,1,30,-1,1
1192,270000.0,2,2,2,34,-1,1
1198,340000.0,2,3,2,44,0,1
1205,210000.0,2,2,1,29,0,1
1206,70000.0,2,3,1,49,2,1
1208,230000.0,2,2,1,51,0,1
1209,20000.0,1,3,1,23,-1,1
1212,290000.0,2,1,1,30,-1,1
1223,150000.0,2,2,1,42,-1,1
1225,20000.0,1,3,2,22,0,1
1228,90000.0,2,2,1,23,0,1
1230,50000.0,2,2,2,22,0,1
1235,30000.0,1,2,2,54,0,1
1236,50000.0,1,2,2,27,2,1
1238,120000.0,1,2,1,57,0,1
1243,100000.0,2,3,1,50,2,1
1246,170000.0,1,1,1,39,2,1
1249,350000.0,2,1,1,52,2,1
1251,200000.0,2,1,2,29,0,1
1261,380000.0,1,2,1,50,0,1
1263,150000.0,2,3,1,43,-1,1
1268,120000.0,1,2,2,37,-1,1
1275,20000.0,1,1,2,26,-1,1
1288,20000.0,2,3,1,48,1,1
1293,250000.0,2,2,2,36,0,1
1298,80000.0,2,1,2,29,0,1
1299,70000.0,1,2,1,37,-1,1
1301,10000.0,2,3,2,22,0,1
1303,140000.0,1,2,2,26,2,1
1310,160000.0,1,2,1,31,3,1
1315,140000.0,1,2,1,48,-1,1
1332,160000.0,2,2,1,38,1,1
1334,300000.0,2,3,2,29,-2,1
1336,70000.0,2,2,2,26,2,1
1339,50000.0,2,3,1,53,1,1
1342,50000.0,2,1,2,22,-1,1
1344,200000.0,1,1,1,38,-1,1
1349,10000.0,2,2,2,49,1,1
1351,280000.0,2,1,1,39,-1,1
1357,20000.0,2,2,1,22,2,1
1362,260000.0,2,2,1,37,2,1
1367,50000.0,1,3,2,22,0,1
1390,60000.0,1,2,1,37,3,1
1396,180000.0,2,2,2,24,1,1
1402,70000.0,2,2,1,44,0,1
1405,300000.0,2,1,1,45,-1,1
1408,220000.0,2,2,2,25,0,1
1428,210000.0,2,1,1,37,2,1
1431,70000.0,2,2,1,42,2,1
1432,230000.0,1,2,2,32,2,1
1435,100000.0,1,1,2,31,2,1
1436,80000.0,2,1,2,29,0,1
1442,100000.0,1,3,1,44,-1,1
1444,40000.0,1,1,2,24,1,1
1446,210000.0,2,1,1,37,1,1
1449,60000.0,2,3,1,50,0,1
1451,290000.0,2,1,2,33,-1,1
1457,500000.0,1,2,1,42,1,1
1458,90000.0,2,3,2,24,-1,1
1460,50000.0,2,2,1,37,2,1
1466,140000.0,2,1,2,23,1,1
1469,160000.0,2,3,2,29,1,1
1471,20000.0,1,2,2,21,0,1
1474,110000.0,2,3,2,29,0,1
1478,210000.0,2,1,2,30,1,1
1485,20000.0,2,2,3,44,2,1
1488,50000.0,1,1,2,28,3,1
1489,50000.0,2,1,2,29,0,1
1496,360000.0,2,2,2,35,2,1
1509,180000.0,2,1,1,27,2,1
1513,210000.0,2,3,2,33,1,1
1517,190000.0,1,3,1,49,2,1
1523,30000.0,2,1,2,27,2,1
1526,90000.0,2,2,1,25,0,1
1538,130000.0,2,2,2,25,-1,1
1540,20000.0,1,2,2,22,1,1
1544,360000.0,2,2,2,34,1,1
1545,240000.0,2,2,1,44,-1,1
1548,500000.0,2,1,2,42,-1,1
1550,170000.0,1,2,1,48,0,1
1555,340000.0,1,1,1,52,-2,1
1558,50000.0,2,3,1,31,1,1
1559,240000.0,2,3,1,38,0,1
1564,300000.0,2,1,1,30,0,1
1569,30000.0,2,2,2,23,-1,1
1573,50000.0,1,1,2,24,0,1
1599,50000.0,1,1,2,33,0,1
1606,160000.0,1,1,1,51,2,1
1607,270000.0,2,1,1,37,-1,1
1613,130000.0,2,1,1,35,-1,1
1615,320000.0,1,1,1,35,1,1
1616,20000.0,1,2,3,35,1,1
1619,90000.0,2,2,2,33,0,1
1625,20000.0,1,3,1,63,2,1
1627,50000.0,2,2,1,47,0,1
1638,70000.0,2,1,2,34,1,1
1642,20000.0,1,2,2,44,0,1
1644,50000.0,1,3,1,72,2,1
1645,50000.0,1,2,1,48,0,1
1646,50000.0,2,1,2,27,1,1
1653,300000.0,1,1,1,43,1,1
1656,150000.0,2,1,2,29,0,1
1661,30000.0,2,2,1,39,-1,1
1663,500000.0,2,1,2,36,-2,1
1667,200000.0,1,2,1,42,1,1
1675,50000.0,1,2,2,49,0,1
1680,220000.0,2,2,2,31,-1,1
1689,50000.0,1,3,1,46,-1,1
1694,80000.0,2,2,2,25,0,1
1696,20000.0,1,2,1,35,1,1
1702,150000.0,2,1,2,30,0,1
1705,20000.0,1,3,2,32,0,1
1710,100000.0,2,1,2,30,0,1
1712,180000.0,1,3,1,33,2,1
1717,170000.0,1,1,2,37,-1,1
1719,50000.0,2,3,1,40,2,1
1722,90000.0,1,2,1,44,2,1
1727,60000.0,2,2,1,42,2,1
1730,150000.0,2,1,1,31,-2,1
1731,250000.0,2,2,2,33,0,1
1736,80000.0,2,2,2,29,2,1
1738,20000.0,2,2,2,23,0,1
1740,140000.0,1,1,1,54,0,1
1751,10000.0,1,2,2,38,2,1
1765,30000.0,2,1,2,27,0,1
1766,20000.0,2,1,2,24,2,1
1769,50000.0,2,2,1,46,-1,1
1773,50000.0,1,2,2,25,2,1
1775,80000.0,2,2,1,37,2,1
1777,40000.0,1,3,1,43,0,1
1785,220000.0,1,2,1,60,-1,1
1786,40000.0,2,2,1,25,0,1
1794,120000.0,2,3,2,37,-1,1
1800,160000.0,2,2,1,35,-1,1
1804,450000.0,1,1,2,31,-1,1
1812,100000.0,1,2,2,39,0,1
1820,120000.0,1,1,1,54,-1,1
1826,260000.0,2,2,1,35,0,1
1830,20000.0,1,3,1,38,0,1
1835,50000.0,2,2,2,37,1,1
1837,290000.0,2,2,1,40,0,1
1839,160000.0,2,3,1,51,2,1
1841,200000.0,2,1,2,39,-2,1
1843,20000.0,1,1,2,41,-2,1
1845,180000.0,2,3,1,39,2,1
1847,30000.0,1,2,2,26,1,1
1849,150000.0,1,1,2,28,-1,1
1861,10000.0,1,2,2,35,1,1
1868,160000.0,2,3,1,41,2,1
1869,40000.0,2,2,1,23,2,1
1874,140000.0,1,2,1,34,-1,1
1879,30000.0,2,2,2,47,2,1
1881,150000.0,2,2,1,34,2,1
1884,100000.0,2,1,2,28,-1,1
1889,210000.0,2,3,2,36,1,1
1893,130000.0,2,1,1,38,0,1
1894,100000.0,1,2,2,30,1,1
1910,360000.0,1,1,1,38,-1,1
1920,100000.0,2,1,1,51,1,1
1922,20000.0,1,2,2,33,0,1
1924,220000.0,1,1,2,28,0,1
1931,20000.0,2,1,2,24,-1,1
1934,300000.0,2,1,2,28,2,1
1936,20000.0,2,1,2,24,1,1
1937,360000.0,2,2,2,27,0,1
1944,220000.0,1,1,2,34,2,1
1945,10000.0,2,1,2,27,-1,1
1953,50000.0,1,1,2,22,0,1
1956,220000.0,2,1,1,42,2,1
1960,30000.0,2,2,2,37,3,1
1964,150000.0,2,1,1,38,1,1
1968,70000.0,1,1,2,30,2,1
1971,20000.0,1,2,1,40,1,1
1974,130000.0,1,1,2,25,1,1
1979,500000.0,2,1,1,35,0,1
1980,150000.0,2,1,1,38,1,1
1981,80000.0,2,3,2,40,3,1
1983,80000.0,1,1,2,37,1,1
1985,50000.0,2,2,2,49,2,1
1989,50000.0,1,2,2,42,0,1
1991,360000.0,1,1,2,65,1,1
2000,10000.0,1,2,2,22,0,1
2003,50000.0,2,2,2,33,2,1
2008,360000.0,2,2,1,32,1,1
2012,20000.0,2,2,2,40,2,1
2015,390000.0,2,3,1,38,-2,1
2016,20000.0,2,2,2,22,1,1
2017,200000.0,1,2,1,42,0,1
2019,50000.0,2,2,1,36,2,1
2025,20000.0,2,2,1,42,2,1
2028,70000.0,1,2,2,31,0,1
2029,30000.0,2,2,1,24,2,1
2043,50000.0,2,2,2,28,0,1
2045,110000.0,1,2,2,26,2,1
2055,130000.0,1,3,1,46,1,1
2056,80000.0,2,2,2,30,1,1
2064,180000.0,1,2,1,26,0,1
2068,30000.0,1,3,1,50,0,1
2077,150000.0,1,2,1,55,1,1
2086,110000.0,1,2,1,36,2,1
2089,90000.0,2,1,1,41,2,1
2096,80000.0,2,3,1,37,1,1
2099,50000.0,2,1,2,24,2,1
2102,10000.0,2,3,1,53,1,1
2105,20000.0,1,1,2,23,-1,1
2111,320000.0,1,2,1,41,1,1
2113,50000.0,1,2,2,33,0,1
2114,70000.0,2,2,1,44,2,1
2116,230000.0,1,2,2,27,-1,1
2117,20000.0,1,3,2,43,-1,1
2124,350000.0,1,1,2,42,2,1
2128,50000.0,2,3,2,52,0,1
2130,140000.0,1,1,1,57,2,1
2134,160000.0,1,2,1,66,2,1
2139,260000.0,1,1,1,43,1,1
2142,70000.0,2,3,3,49,2,1
2143,20000.0,1,3,1,41,2,1
2144,20000.0,2,2,1,27,3,1
2148,60000.0,1,1,1,49,2,1
2155,110000.0,2,1,2,29,2,1
2156,290000.0,2,1,2,25,0,1
2167,400000.0,1,2,1,49,2,1
2186,30000.0,2,3,1,39,0,1
2187,30000.0,1,1,1,57,0,1
2199,20000.0,1,2,1,37,0,1
2200,140000.0,2,1,2,30,2,1
2207,120000.0,2,2,2,32,0,1
2217,110000.0,1,2,2,24,0,1
2218,50000.0,1,2,2,58,4,1
2219,340000.0,2,1,1,41,-1,1
2220,50000.0,2,2,1,32,-1,1
2225,60000.0,1,1,2,31,1,1
2226,310000.0,1,1,1,43,0,1
2231,230000.0,2,1,2,49,2,1
2241,90000.0,2,3,2,27,2,1
2243,90000.0,2,3,2,28,2,1
2247,280000.0,1,2,1,36,1,1
2248,120000.0,2,1,2,30,-1,1
2249,550000.0,2,2,1,32,0,1
2256,30000.0,2,2,2,25,1,1
2261,100000.0,1,3,2,30,0,1
2265,50000.0,2,2,2,26,0,1
2268,30000.0,1,2,1,39,2,1
2278,50000.0,2,3,1,37,2,1
2284,50000.0,2,3,1,49,0,1
2289,30000.0,1,3,2,39,0,1
2292,80000.0,2,3,1,43,2,1
2294,150000.0,2,1,2,29,-1,1
2297,500000.0,1,1,1,37,-2,1
2301,230000.0,2,1,1,30,-1,1
2303,180000.0,1,2,2,32,1,1
2318,360000.0,2,1,2,26,1,1
2324,200000.0,2,2,2,39,7,1
2331,90000.0,2,1,2,29,-2,1
2336,50000.0,2,2,1,28,0,1
2347,260000.0,2,2,2,25,0,1
2349,130000.0,1,2,2,27,0,1
2352,20000.0,1,2,1,34,0,1
2356,440000.0,2,1,1,54,2,1
2363,220000.0,1,1,2,34,-1,1
2365,130000.0,1,3,2,49,2,1
2374,50000.0,2,2,2,25,3,1
2375,40000.0,1,2,1,38,2,1
2377,210000.0,1,1,2,33,1,1
2378,60000.0,1,2,2,30,0,1
2390,180000.0,1,2,2,29,1,1
2392,50000.0,1,3,1,32,2,1
2403,320000.0,1,1,2,32,-1,1
2405,50000.0,2,3,2,43,2,1
2407,420000.0,1,2,2,31,2,1
2412,30000.0,1,2,3,50,2,1
2414,30000.0,1,2,1,38,1,1
2417,30000.0,2,3,2,24,2,1
2421,20000.0,2,2,1,24,4,1
2427,50000.0,1,1,2,33,1,1
2429,170000.0,2,2,2,24,-1,1
2430,160000.0,1,1,1,36,-1,1
2432,30000.0,2,2,1,34,2,1
2434,120000.0,2,2,2,25,3,1
2435,150000.0,2,1,1,49,-1,1
2436,100000.0,2,3,1,24,1,1
2437,30000.0,1,2,2,24,2,1
2441,340000.0,2,1,1,35,1,1
2445,200000.0,1,2,2,25,1,1
2447,50000.0,2,2,2,41,2,1
2449,290000.0,1,1,1,57,1,1
2450,30000.0,2,3,1,44,0,1
2461,30000.0,2,2,2,26,2,1
2462,30000.0,1,1,2,28,2,1
2463,20000.0,1,2,2,27,1,1
2464,380000.0,2,3,1,56,-2,1
2465,100000.0,2,3,1,29,4,1
2466,180000.0,1,2,2,32,-1,1
2470,140000.0,2,1,2,29,2,1
2471,20000.0,1,1,2,29,2,1
2480,20000.0,1,2,2,23,1,1
2482,200000.0,2,1,2,34,1,1
2483,80000.0,2,2,1,23,-2,1
2487,200000.0,1,2,1,46,1,1
2488,110000.0,2,2,1,33,2,1
2491,300000.0,1,1,2,31,-1,1
2494,30000.0,1,3,1,26,1,1
2498,50000.0,1,3,1,36,0,1
2500,330000.0,1,1,1,34,0,1
2503,260000.0,1,1,2,30,-1,1
2506,110000.0,2,3,2,41,0,1
2507,20000.0,1,2,2,48,0,1
2509,30000.0,1,3,1,28,2,1
2510,30000.0,2,1,2,24,2,1
2511,420000.0,2,1,1,37,-1,1
2512,340000.0,1,1,1,34,-1,1
2530,30000.0,1,2,2,24,-1,1
2531,240000.0,1,3,1,35,1,1
2536,260000.0,2,2,1,36,0,1
2537,160000.0,1,2,1,26,-2,1
2541,100000.0,2,1,1,35,2,1
2544,20000.0,1,2,2,25,0,1
2545,40000.0,1,1,2,24,0,1
2552,20000.0,2,3,1,31,0,1
2557,200000.0,2,1,2,28,2,1
2560,310000.0,2,1,2,32,-2,1
2562,140000.0,1,1,1,40,2,1
2579,20000.0,2,3,2,22,1,1
2582,110000.0,2,3,1,46,0,1
2586,60000.0,1,3,2,34,0,1
2589,210000.0,2,2,1,35,2,1
2600,130000.0,2,3,2,36,1,1
2602,10000.0,1,3,2,25,2,1
2607,490000.0,1,3,1,51,-1,1
2608,20000.0,2,2,1,26,0,1
2616,380000.0,1,3,1,44,0,1
2617,50000.0,2,2,1,31,2,1
2619,150000.0,2,2,1,42,1,1
2629,30000.0,2,2,1,32,2,1
2632,330000.0,1,1,2,45,0,1
2633,50000.0,1,2,1,30,1,1
2634,200000.0,2,1,1,42,-2,1
2640,80000.0,2,3,1,35,2,1
2641,50000.0,2,3,1,42,1,1
2644,170000.0,2,2,1,49,1,1
2646,310000.0,2,1,2,25,2,1
2647,210000.0,1,1,2,31,-1,1
2650,170000.0,1,1,1,40,-1,1
2651,260000.0,2,1,2,25,-1,1
2655,260000.0,2,1,1,35,2,1
2656,100000.0,1,1,2,27,0,1
2660,200000.0,1,1,2,29,-1,1
2664,50000.0,2,2,2,36,0,1
2669,10000.0,1,5,1,43,-1,1
2671,320000.0,2,1,1,38,1,1
2684,60000.0,1,1,1,42,2,1
2688,290000.0,2,1,2,30,0,1
2706,30000.0,1,2,1,47,2,1
2722,140000.0,1,1,2,41,2,1
2731,250000.0,1,1,2,31,-2,1
2737,240000.0,2,2,1,47,1,1
2746,80000.0,2,2,1,34,2,1
2748,260000.0,1,2,1,43,0,1
2749,120000.0,1,1,1,43,1,1
2752,30000.0,2,3,1,36,0,1
2753,30000.0,2,2,2,22,0,1
2756,200000.0,1,2,1,31,7,1
2767,80000.0,2,2,2,24,0,1
2772,50000.0,2,1,2,25,2,1
2776,180000.0,2,2,1,39,2,1
2778,260000.0,2,2,1,39,2,1
2780,180000.0,2,2,1,34,-1,1
2784,100000.0,2,1,2,27,1,1
2787,80000.0,2,3,2,27,-2,1
2789,50000.0,1,1,3,25,1,1
2790,50000.0,2,2,1,50,0,1
2794,150000.0,2,1,1,33,1,1
2795,50000.0,1,1,2,23,1,1
2801,140000.0,1,2,2,28,1,1
2802,50000.0,1,2,1,46,0,1
2811,50000.0,2,2,2,24,0,1
2817,50000.0,2,1,2,24,4,1
2821,30000.0,2,3,1,60,-1,1
2823,30000.0,2,3,1,57,-1,1
2824,200000.0,2,2,1,31,-1,1
2825,40000.0,2,2,1,29,-1,1
2828,80000.0,2,2,2,24,0,1
2835,50000.0,1,1,1,27,2,1
2851,30000.0,2,2,1,39,2,1
2852,90000.0,2,2,1,24,2,1
2854,50000.0,2,2,2,25,2,1
2858,500000.0,1,1,1,40,-2,1
2860,70000.0,2,1,2,25,2,1
2861,220000.0,2,1,2,35,-1,1
2895,200000.0,1,1,1,43,1,1
2898,20000.0,1,1,2,37,0,1
2902,30000.0,2,2,2,33,0,1
2903,60000.0,2,3,1,36,1,1
2907,500000.0,1,2,1,38,0,1
2908,100000.0,1,2,2,35,-1,1
2912,50000.0,2,1,2,29,-1,1
2918,120000.0,2,2,2,23,0,1
2923,130000.0,1,2,2,26,0,1
2926,30000.0,2,2,1,34,2,1
2927,160000.0,1,1,2,34,-1,1
2935,20000.0,2,2,1,35,1,1
2942,290000.0,2,2,2,30,0,1
2944,90000.0,2,1,2,28,0,1
2947,100000.0,2,2,2,27,3,1
2956,50000.0,2,1,2,22,0,1
2962,100000.0,1,1,2,32,-1,1
2967,120000.0,1,2,1,47,-1,1
2976,110000.0,1,3,2,32,0,1
2987,60000.0,1,2,1,56,0,1
2990,50000.0,2,3,1,52,1,1
2991,100000.0,2,1,1,33,-1,1
2993,240000.0,1,2,1,38,2,1
2995,80000.0,2,2,1,32,-1,1
2996,210000.0,2,2,1,27,2,1
2998,50000.0,2,2,1,38,0,1
3002,30000.0,1,3,1,44,4,1
3003,50000.0,1,1,1,41,2,1
3009,30000.0,1,3,2,25,2,1
3015,350000.0,1,1,1,38,-2,1
3017,30000.0,1,3,2,36,0,1
3019,140000.0,2,3,2,59,2,1
3020,30000.0,1,3,1,44,2,1
3023,100000.0,2,3,1,36,2,1
3024,100000.0,2,3,1,36,0,1
3026,350000.0,1,1,1,31,0,1
3040,60000.0,1,1,1,38,2,1
3043,70000.0,2,1,1,40,2,1
3054,350000.0,1,1,1,60,1,1
3060,150000.0,2,3,1,45,0,1
3065,70000.0,1,1,2,25,-1,1
3067,310000.0,2,1,1,33,-2,1
3071,180000.0,2,1,2,28,0,1
3073,360000.0,1,1,2,30,-1,1
3076,50000.0,1,3,2,22,0,1
3077,240000.0,1,2,1,48,0,1
3094,150000.0,2,1,1,44,-1,1
3100,400000.0,2,3,1,41,0,1
3103,260000.0,2,1,2,29,1,1
3132,80000.0,1,2,1,54,0,1
3133,210000.0,2,2,1,37,0,1
3140,20000.0,2,2,2,49,1,1
3143,70000.0,2,2,1,41,2,1
3147,50000.0,2,2,2,21,-1,1
3150,500000.0,2,3,2,52,-2,1
3153,20000.0,2,2,2,26,2,1
