,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0
119,37155.0,1.0,2.0,2.0,45.0,-1.0
120,58354.0,1.0,2.0,2.0,34.0,-1.0
121,151412.0,1.0,2.0,3.0,46.0,-1.0
122,99650.0,1.0,2.0,2.0,53.0,-1.0
123,84825.0,1.0,2.0,2.0,40.0,-1.0
124,122953.0,1.0,3.0,3.0,55.0,-1.0
125,101056.0,1.0,2.0,2.0,45.0,-2.0
126,143832.0,1.0,3.0,2.0,37.0,-1.0
127,83590.0,1.0,3.0,2.0,47.0,-1.0
128,69511.0,1.0,2.0,2.0,34.0,-1.0
129,255761.0,1.0,2.0,2.0,39.0,-0.0
130,46542.0,1.0,4.0,3.0,57.0,-0.0
131,123422.0,1.0,2.0,2.0,34.0,-1.0
132,73062.0,1.0,2.0,2.0,50.0,-1.0
133,129998.0,1.0,2.0,2.0,31.0,-1.0
134,6581.0,1.0,3.0,2.0,53.0,-1.0
135,181219.0,1.0,3.0,2.0,42.0,0.0
136,300231.0,1.0,3.0,3.0,45.0,0.0
137,124794.0,1.0,2.0,2.0,40.0,-1.0
138,118019.0,1.0,2.0,1.0,34.0,-1.0
139,70168.0,1.0,2.0,2.0,39.0,-1.0
140,23300.0,1.0,3.0,3.0,56.0,-1.0
141,62163.0,1.0,3.0,2.0,39.0,-1.0
142,188415.0,1.0,3.0,3.0,39.0,1.0
143,17824.0,1.0,3.0,3.0,51.0,-1.0
144,133939.0,1.0,2.0,2.0,40.0,-1.0
145,120017.0,1.0,2.0,2.0,33.0,-1.0
146,138478.0,1.0,3.0,2.0,42.0,-1.0
147,110619.0,1.0,2.0,2.0,53.0,-1.0
148,76613.0,1.0,3.0,2.0,48.0,-1.0
149,110889.0,1.0,2.0,1.0,32.0,-1.0
150,2364.0,1.0,3.0,3.0,58.0,-1.0
151,263069.0,1.0,2.0,2.0,43.0,-1.0
152,100734.0,1.0,2.0,2.0,36.0,-1.0
153,46502.0,1.0,2.0,2.0,47.0,-1.0
154,119568.0,1.0,3.0,3.0,41.0,-1.0
155,92339.0,1.0,2.0,2.0,45.0,-1.0
156,73122.0,1.0,2.0,2.0,38.0,-2.0
157,94808.0,1.0,2.0,2.0,34.0,-1.0
158,23095.0,1.0,2.0,2.0,39.0,-1.0
159,78467.0,1.0,2.0,2.0,31.0,-1.0
160,177183.0,1.0,2.0,2.0,34.0,-1.0
161,124964.0,1.0,3.0,3.0,46.0,-1.0
162,107966.0,1.0,2.0,2.0,49.0,-1.0
163,240383.0,1.0,3.0,3.0,47.0,1.0
164,57998.0,1.0,3.0,3.0,52.0,-1.0
165,119489.0,1.0,3.0,3.0,46.0,-1.0
166,24992.0,1.0,3.0,2.0,53.0,-1.0
167,115775.0,1.0,2.0,2.0,37.0,-1.0
168,50058.0,1.0,3.0,3.0,47.0,-1.0
169,152002.0,1.0,2.0,2.0,46.0,-0.0
170,75543.0,1.0,2.0,2.0,42.0,-2.0
171,172448.0,1.0,3.0,2.0,43.0,-0.0
172,103960.0,1.0,2.0,2.0,42.0,-1.0
173,244793.0,1.0,2.0,2.0,35.0,-0.0
174,120775.0,1.0,3.0,2.0,49.0,-0.0
175,113872.0,1.0,2.0,2.0,42.0,-1.0
176,96618.0,1.0,1.0,2.0,34.0,-1.0
177,90647.0,1.0,3.0,3.0,52.0,-1.0
178,127944.0,1.0,2.0,2.0,46.0,-1.0
179,222911.0,1.0,2.0,2.0,35.0,-1.0
180,195126.0,1.0,2.0,2.0,50.0,-0.0
181,49379.0,1.0,3.0,2.0,42.0,-1.0
182,18765.0,1.0,3.0,3.0,56.0,-1.0
183,122367.0,1.0,2.0,2.0,35.0,-1.0
184,56828.0,1.0,3.0,3.0,56.0,-1.0
185,379719.0,1.0,2.0,2.0,38.0,-0.0
186,28630.0,1.0,3.0,3.0,47.0,-1.0
187,81315.0,1.0,2.0,2.0,42.0,-0.0
188,125850.0,1.0,2.0,2.0,44.0,-1.0
189,189123.0,1.0,3.0,2.0,46.0,-1.0
190,160389.0,1.0,3.0,2.0,51.0,-0.0
191,72920.0,1.0,2.0,2.0,38.0,-1.0
192,203310.0,1.0,3.0,3.0,52.0,0.0
193,79759.0,1.0,3.0,2.0,44.0,-1.0
194,2877.0,1.0,2.0,2.0,43.0,-1.0
195,160779.0,1.0,2.0,2.0,41.0,-1.0
196,90723.0,1.0,2.0,2.0,38.0,-1.0
197,178830.0,1.0,3.0,2.0,49.0,-1.0
198,67445.0,1.0,2.0,2.0,44.0,-1.0
199,18159.0,1.0,2.0,2.0,38.0,-1.0
200,54365.0,1.0,3.0,2.0,35.0,-1.0
201,122426.0,1.0,2.0,2.0,46.0,-1.0
202,291158.0,1.0,3.0,3.0,44.0,0.0
203,149161.0,1.0,2.0,2.0,40.0,-0.0
204,285932.0,1.0,3.0,3.0,57.0,-1.0
205,157989.0,1.0,2.0,2.0,37.0,-1.0
206,1379.0,1.0,4.0,3.0,46.0,-1.0
207,237349.0,1.0,2.0,2.0,44.0,-0.0
208,28865.0,1.0,2.0,2.0,36.0,-2.0
209,143204.0,1.0,3.0,2.0,43.0,-1.0
210,86640.0,1.0,2.0,2.0,37.0,-1.0
211,75880.0,1.0,3.0,2.0,36.0,0.0
212,146725.0,1.0,3.0,3.0,55.0,0.0
213,133907.0,1.0,2.0,2.0,42.0,-1.0
214,79462.0,1.0,2.0,2.0,36.0,-1.0
215,265705.0,1.0,4.0,3.0,44.0,1.0
216,149457.0,1.0,2.0,2.0,41.0,-0.0
217,242384.0,1.0,3.0,3.0,53.0,0.0
218,118688.0,1.0,3.0,2.0,51.0,-1.0
219,81994.0,1.0,3.0,3.0,39.0,-0.0
220,116824.0,1.0,2.0,2.0,44.0,-0.0
221,104746.0,1.0,2.0,2.0,37.0,-1.0
222,281119.0,1.0,3.0,2.0,42.0,1.0
223,94537.0,1.0,2.0,2.0,44.0,-1.0
224,40694.0,1.0,2.0,2.0,36.0,-0.0
225,254034.0,1.0,3.0,2.0,44.0,0.0
226,105513.0,1.0,2.0,2.0,46.0,-1.0
227,-5843.0,1.0,3.0,3.0,46.0,-0.0
228,243637.0,1.0,2.0,2.0,35.0,-1.0
229,90518.0,1.0,2.0,2.0,35.0,-1.0
230,130191.0,1.0,3.0,2.0,56.0,-1.0
231,41181.0,1.0,3.0,3.0,46.0,-1.0
232,23133.0,1.0,2.0,2.0,41.0,-1.0
233,68693.0,1.0,2.0,2.0,41.0,-1.0
234,21845.0,1.0,2.0,2.0,46.0,-1.0
235,22126.0,1.0,3.0,2.0,46.0,-1.0
236,113249.0,1.0,3.0,2.0,42.0,-1.0
237,167336.0,1.0,4.0,3.0,47.0,-1.0
238,111343.0,1.0,4.0,3.0,39.0,0.0
239,54883.0,1.0,3.0,3.0,50.0,-1.0
240,108659.0,1.0,2.0,2.0,45.0,-1.0
241,335563.0,1.0,2.0,2.0,38.0,-0.0
242,137664.0,1.0,2.0,2.0,40.0,-1.0
243,324934.0,1.0,3.0,3.0,45.0,0.0
244,90886.0,1.0,2.0,2.0,31.0,-1.0
245,102915.0,1.0,2.0,2.0,38.0,-1.0
246,31793.0,1.0,2.0,2.0,35.0,-1.0
247,103477.0,1.0,2.0,2.0,39.0,-1.0
248,120095.0,1.0,3.0,3.0,50.0,-1.0
249,68624.0,1.0,2.0,2.0,47.0,-1.0
250,243559.0,1.0,2.0,3.0,41.0,-1.0
251,125008.0,1.0,2.0,2.0,37.0,-1.0
252,38461.0,1.0,2.0,2.0,50.0,-1.0
253,90273.0,1.0,3.0,2.0,44.0,-1.0
254,103867.0,1.0,2.0,2.0,34.0,-1.0
255,159976.0,1.0,3.0,2.0,46.0,-0.0
256,90723.0,1.0,2.0,1.0,32.0,-1.0
257,100553.0,1.0,2.0,2.0,35.0,-1.0
258,45520.0,1.0,2.0,2.0,41.0,-1.0
259,191059.0,1.0,2.0,3.0,39.0,-1.0
260,14879.0,1.0,3.0,2.0,42.0,-2.0
261,165681.0,1.0,2.0,2.0,45.0,-1.0
262,127235.0,1.0,2.0,2.0,48.0,-1.0
263,92685.0,1.0,3.0,3.0,51.0,-2.0
264,205084.0,1.0,2.0,2.0,33.0,-0.0
265,79150.0,1.0,3.0,2.0,51.0,-0.0
266,85222.0,1.0,3.0,3.0,50.0,-1.0
267,116977.0,1.0,2.0,2.0,45.0,-1.0
268,38554.0,1.0,3.0,3.0,58.0,-1.0
269,72283.0,1.0,2.0,2.0,53.0,-1.0
270,129894.0,1.0,3.0,2.0,48.0,-0.0
271,61317.0,1.0,3.0,2.0,51.0,-2.0
272,92047.0,1.0,3.0,3.0,50.0,-1.0
273,122908.0,1.0,2.0,2.0,43.0,-1.0
274,127301.0,1.0,2.0,2.0,46.0,-1.0
275,51267.0,1.0,1.0,1.0,29.0,-1.0
276,141678.0,1.0,2.0,2.0,45.0,-1.0
277,31571.0,1.0,3.0,2.0,50.0,-1.0
278,162366.0,1.0,3.0,3.0,45.0,-0.0
279,56568.0,1.0,2.0,2.0,48.0,-1.0
280,232722.0,1.0,2.0,3.0,49.0,-0.0
281,108289.0,1.0,3.0,2.0,39.0,-1.0
282,131687.0,1.0,2.0,2.0,42.0,-1.0
283,103948.0,1.0,2.0,2.0,49.0,-1.0
284,117787.0,1.0,2.0,2.0,40.0,-1.0
285,80251.0,1.0,3.0,2.0,34.0,-1.0
286,380291.0,1.0,3.0,3.0,52.0,0.0
287,200037.0,1.0,2.0,2.0,36.0,-0.0
288,100030.0,1.0,2.0,2.0,35.0,-1.0
289,194537.0,1.0,3.0,3.0,55.0,-0.0
290,7152.0,1.0,3.0,2.0,43.0,-1.0
291,49223.0,1.0,2.0,2.0,45.0,-1.0
292,218164.0,1.0,3.0,2.0,49.0,0.0
293,134179.0,1.0,3.0,3.0,57.0,-0.0
294,107509.0,1.0,2.0,2.0,41.0,-1.0
295,70289.0,1.0,2.0,2.0,47.0,-1.0
296,4895.0,1.0,3.0,2.0,40.0,-1.0
297,60231.0,1.0,3.0,2.0,37.0,-1.0
298,143817.0,1.0,2.0,2.0,48.0,-1.0
299,137716.0,1.0,2.0,2.0,50.0,-0.0
300,220626.0,1.0,2.0,3.0,39.0,-0.0
301,79822.0,1.0,2.0,2.0,38.0,-1.0
302,54614.0,1.0,3.0,2.0,41.0,-1.0
303,111546.0,1.0,1.0,2.0,37.0,-1.0
304,54539.0,1.0,2.0,2.0,44.0,-2.0
305,151746.0,1.0,2.0,2.0,40.0,-1.0
306,191295.0,1.0,3.0,2.0,38.0,-0.0
307,121402.0,1.0,3.0,3.0,52.0,-1.0
308,78855.0,1.0,3.0,3.0,61.0,0.0
309,64911.0,1.0,3.0,3.0,55.0,-1.0
310,71918.0,1.0,2.0,2.0,38.0,-1.0
311,97523.0,1.0,3.0,2.0,49.0,-1.0
312,130609.0,1.0,2.0,2.0,46.0,-1.0
313,419998.0,1.0,4.0,3.0,53.0,0.0
314,31917.0,1.0,2.0,2.0,44.0,-1.0
315,12304.0,1.0,3.0,2.0,50.0,-2.0
316,154538.0,1.0,3.0,2.0,44.0,-1.0
317,66503.0,1.0,1.0,1.0,34.0,-1.0
318,90238.0,1.0,3.0,2.0,45.0,-0.0
319,90159.0,1.0,2.0,2.0,52.0,-0.0
320,80383.0,1.0,2.0,2.0,40.0,-1.0
321,65112.0,1.0,2.0,2.0,32.0,-1.0
322,45125.0,1.0,3.0,2.0,44.0,-1.0
323,187988.0,1.0,3.0,2.0,46.0,-1.0
324,226423.0,1.0,2.0,2.0,41.0,0.0
325,93280.0,1.0,2.0,2.0,46.0,-1.0
326,356490.0,1.0,3.0,3.0,41.0,1.0
327,135966.0,1.0,2.0,2.0,44.0,-2.0
328,241203.0,1.0,3.0,3.0,46.0,0.0
329,51171.0,1.0,3.0,2.0,43.0,-1.0
330,141366.0,1.0,2.0,2.0,39.0,-0.0
331,119113.0,1.0,2.0,3.0,53.0,-1.0
332,113854.0,1.0,2.0,2.0,34.0,-1.0
333,74915.0,1.0,2.0,2.0,39.0,-1.0
334,195321.0,1.0,3.0,2.0,48.0,-0.0
335,173947.0,1.0,3.0,2.0,43.0,-1.0
336,79122.0,1.0,2.0,2.0,39.0,-1.0
337,111604.0,1.0,3.0,2.0,45.0,-1.0
338,83977.0,1.0,2.0,2.0,39.0,-1.0
339,194622.0,1.0,1.0,2.0,35.0,-1.0
340,68966.0,1.0,3.0,2.0,51.0,-1.0
341,103362.0,1.0,2.0,2.0,41.0,-1.0
342,52026.0,1.0,2.0,2.0,35.0,-1.0
343,143022.0,1.0,2.0,2.0,49.0,0.0
344,132977.0,1.0,3.0,2.0,52.0,-0.0
345,12130.0,1.0,3.0,3.0,55.0,-1.0
346,32500.0,1.0,2.0,2.0,56.0,-1.0
347,212139.0,1.0,1.0,2.0,35.0,-1.0
348,135170.0,1.0,2.0,2.0,42.0,-1.0
349,128106.0,1.0,2.0,2.0,45.0,-1.0
350,131092.0,1.0,2.0,2.0,43.0,-1.0
351,74254.0,1.0,2.0,2.0,53.0,-1.0
352,50017.0,1.0,3.0,2.0,44.0,-1.0
353,144936.0,1.0,2.0,2.0,44.0,-1.0
354,34737.0,1.0,2.0,1.0,32.0,-1.0
355,35988.0,1.0,3.0,3.0,50.0,-1.0
356,104983.0,1.0,3.0,2.0,53.0,-1.0
357,70008.0,1.0,3.0,2.0,46.0,-1.0
358,94861.0,1.0,2.0,2.0,43.0,-1.0
359,130142.0,1.0,2.0,2.0,37.0,-1.0
360,45046.0,1.0,3.0,3.0,39.0,-0.0
361,100929.0,1.0,2.0,2.0,46.0,-1.0
362,71124.0,1.0,1.0,1.0,31.0,-1.0
363,48541.0,1.0,3.0,2.0,42.0,-1.0
364,59474.0,1.0,3.0,2.0,51.0,-1.0
365,11507.0,1.0,4.0,3.0,41.0,-1.0
366,49847.0,1.0,2.0,2.0,39.0,-1.0
367,78640.0,1.0,3.0,3.0,49.0,-1.0
368,85909.0,1.0,3.0,3.0,54.0,-0.0
369,84318.0,1.0,2.0,2.0,37.0,-1.0
370,200646.0,1.0,2.0,2.0,33.0,-0.0
371,182082.0,1.0,3.0,3.0,50.0,-1.0
372,126349.0,1.0,2.0,2.0,47.0,-1.0
373,3109.0,1.0,3.0,3.0,58.0,-1.0
374,66105.0,1.0,2.0,2.0,42.0,-1.0
375,45429.0,1.0,3.0,3.0,56.0,-2.0
376,42290.0,1.0,3.0,2.0,45.0,-1.0
377,63424.0,1.0,2.0,2.0,39.0,-1.0
378,-30235.0,1.0,4.0,3.0,44.0,-0.0
379,183632.0,1.0,2.0,2.0,36.0,-1.0
380,151581.0,1.0,3.0,2.0,53.0,-1.0
381,17212.0,1.0,3.0,3.0,52.0,-1.0
382,160332.0,1.0,3.0,2.0,49.0,-0.0
383,28953.0,1.0,2.0,2.0,41.0,-1.0
384,134481.0,1.0,3.0,3.0,45.0,-0.0
385,110420.0,1.0,3.0,3.0,49.0,-0.0
386,153348.0,1.0,3.0,2.0,42.0,-0.0
387,84823.0,1.0,2.0,2.0,47.0,-2.0
388,74132.0,1.0,2.0,2.0,36.0,-1.0
389,-24050.0,1.0,3.0,3.0,50.0,-1.0
390,59759.0,1.0,2.0,2.0,34.0,-1.0
391,252248.0,1.0,3.0,3.0,39.0,0.0
392,125587.0,1.0,3.0,2.0,51.0,-1.0
393,119842.0,1.0,3.0,3.0,48.0,-1.0
394,-5123.0,1.0,3.0,3.0,48.0,-1.0
395,111580.0,1.0,3.0,3.0,58.0,-0.0
396,125803.0,1.0,3.0,3.0,49.0,-1.0
397,130979.0,1.0,2.0,2.0,39.0,-1.0
398,131483.0,1.0,2.0,2.0,43.0,-1.0
399,49623.0,1.0,3.0,2.0,44.0,-2.0
400,7118.0,1.0,3.0,2.0,44.0,-0.0
401,67177.0,1.0,2.0,2.0,36.0,-1.0
402,213364.0,1.0,2.0,2.0,42.0,0.0
403,59208.0,1.0,3.0,2.0,39.0,-0.0
404,138895.0,1.0,1.0,2.0,39.0,-1.0
405,101136.0,1.0,2.0,3.0,51.0,-1.0
406,116229.0,1.0,2.0,2.0,41.0,-1.0
407,167367.0,1.0,2.0,2.0,41.0,-1.0
408,34745.0,1.0,3.0,3.0,48.0,-1.0
409,10899.0,1.0,3.0,2.0,52.0,-1.0
410,73217.0,1.0,3.0,2.0,52.0,-1.0
411,127908.0,1.0,3.0,3.0,51.0,-1.0
412,132161.0,1.0,3.0,2.0,43.0,-1.0
413,2415.0,1.0,3.0,2.0,49.0,-1.0
414,58035.0,1.0,3.0,2.0,40.0,-1.0
415,62039.0,1.0,3.0,2.0,43.0,-1.0
416,149753.0,1.0,3.0,3.0,42.0,-0.0
417,54977.0,1.0,2.0,2.0,45.0,-1.0
418,66453.0,1.0,2.0,2.0,40.0,-2.0
419,64924.0,1.0,2.0,2.0,43.0,-1.0
420,184090.0,1.0,3.0,2.0,47.0,-1.0
421,121841.0,1.0,2.0,2.0,44.0,-1.0
422,67604.0,1.0,2.0,2.0,44.0,-1.0
423,168407.0,1.0,3.0,2.0,39.0,-1.0
424,120308.0,1.0,2.0,2.0,38.0,-1.0
425,212954.0,1.0,3.0,3.0,48.0,-1.0
426,75368.0,1.0,3.0,2.0,44.0,-1.0
427,67675.0,1.0,2.0,2.0,41.0,-1.0
428,300029.0,1.0,3.0,2.0,42.0,1.0
429,30838.0,1.0,2.0,2.0,42.0,-1.0
430,284321.0,1.0,2.0,2.0,42.0,-0.0
431,199537.0,1.0,2.0,2.0,36.0,-1.0
432,68780.0,1.0,2.0,1.0,35.0,-1.0
433,124433.0,1.0,2.0,2.0,35.0,-1.0
434,40246.0,1.0,2.0,2.0,41.0,-1.0
435,42568.0,1.0,3.0,3.0,57.0,-0.0
436,147450.0,1.0,3.0,2.0,43.0,-0.0
437,127516.0,1.0,2.0,2.0,33.0,-1.0
438,198248.0,1.0,2.0,2.0,44.0,-0.0
439,49954.0,1.0,3.0,2.0,44.0,-1.0
440,79879.0,1.0,3.0,2.0,42.0,-1.0
441,106760.0,1.0,2.0,2.0,50.0,-1.0
442,139987.0,1.0,1.0,2.0,39.0,-1.0
443,210666.0,1.0,2.0,2.0,38.0,-0.0
444,96350.0,1.0,4.0,3.0,62.0,-0.0
445,212084.0,1.0,3.0,3.0,55.0,-1.0
446,109812.0,1.0,2.0,3.0,54.0,-1.0
447,59425.0,1.0,2.0,2.0,40.0,-2.0
448,111330.0,1.0,4.0,3.0,63.0,-0.0
449,53918.0,1.0,3.0,2.0,51.0,-1.0
450,77338.0,1.0,3.0,2.0,38.0,-2.0
451,87303.0,1.0,2.0,2.0,42.0,-1.0
452,177467.0,1.0,3.0,3.0,44.0,-0.0
453,155877.0,1.0,2.0,2.0,38.0,-1.0
454,71443.0,1.0,2.0,2.0,45.0,-1.0
455,61277.0,1.0,3.0,2.0,54.0,-1.0
456,73336.0,1.0,3.0,2.0,45.0,-1.0
457,140868.0,1.0,3.0,3.0,55.0,-0.0
458,142384.0,1.0,3.0,3.0,51.0,-1.0
459,195438.0,1.0,3.0,2.0,40.0,-0.0
460,186599.0,1.0,3.0,2.0,46.0,-1.0
461,121275.0,1.0,2.0,2.0,33.0,-1.0
462,163643.0,1.0,2.0,2.0,40.0,-1.0
463,126575.0,1.0,3.0,2.0,51.0,-1.0
464,67835.0,1.0,2.0,2.0,41.0,-1.0
465,251144.0,1.0,2.0,2.0,38.0,-1.0
466,86127.0,1.0,3.0,3.0,46.0,-1.0
467,148778.0,1.0,3.0,2.0,45.0,-1.0
468,217964.0,1.0,2.0,2.0,47.0,-1.0
469,108509.0,1.0,2.0,2.0,46.0,-1.0
470,156660.0,1.0,1.0,2.0,37.0,-1.0
471,113952.0,1.0,3.0,2.0,55.0,-2.0
472,178707.0,1.0,2.0,2.0,48.0,-1.0
473,192822.0,1.0,2.0,2.0,47.0,-1.0
474,191560.0,1.0,4.0,3.0,54.0,-1.0
475,77264.0,1.0,2.0,2.0,36.0,-1.0
476,159468.0,1.0,3.0,2.0,52.0,-0.0
477,86367.0,1.0,3.0,2.0,36.0,-1.0
478,220201.0,1.0,3.0,3.0,57.0,1.0
479,199542.0,1.0,2.0,3.0,43.0,-0.0
480,71866.0,1.0,2.0,2.0,44.0,-1.0
481,108272.0,1.0,1.0,2.0,34.0,-1.0
482,99909.0,1.0,3.0,2.0,52.0,-1.0
483,191571.0,1.0,3.0,3.0,46.0,-0.0
484,187650.0,1.0,3.0,3.0,51.0,-0.0
485,106349.0,1.0,2.0,2.0,35.0,-1.0
486,136322.0,1.0,2.0,2.0,33.0,-1.0
487,168138.0,1.0,3.0,2.0,36.0,-1.0
488,27096.0,1.0,3.0,2.0,41.0,-1.0
489,66134.0,1.0,3.0,3.0,43.0,-0.0
490,136347.0,1.0,1.0,2.0,42.0,-1.0
491,49660.0,1.0,3.0,2.0,51.0,-1.0
492,132979.0,1.0,2.0,2.0,43.0,-2.0
493,188511.0,1.0,3.0,2.0,41.0,-0.0
494,158022.0,1.0,2.0,2.0,38.0,-1.0
495,90002.0,1.0,3.0,3.0,47.0,-1.0
496,14607.0,1.0,4.0,3.0,53.0,-1.0
497,286015.0,1.0,3.0,3.0,47.0,-1.0
