,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,def_pay
120,50000.0,1,3,2,37,2,1
121,450000.0,1,1,1,40,1,1
122,110000.0,2,1,1,48,1,0
123,310000.0,2,2,1,35,2,1
124,20000.0,1,1,2,27,0,0
125,20000.0,1,2,2,23,1,0
126,200000.0,1,3,2,52,0,0
127,180000.0,1,1,1,36,0,1
128,50000.0,1,2,1,51,0,1
129,60000.0,1,3,1,55,3,0
130,30000.0,2,1,2,23,1,0
131,240000.0,1,1,2,41,1,0
132,420000.0,1,2,1,34,0,0
133,330000.0,1,3,1,46,0,0
134,30000.0,2,2,2,22,0,0
135,240000.0,1,2,1,34,0,0
136,150000.0,1,1,2,27,0,0
137,210000.0,2,2,1,33,0,0
138,50000.0,2,3,1,51,-1,1
139,50000.0,1,1,2,24,0,0
140,240000.0,1,1,2,47,1,1
141,180000.0,1,2,2,28,-1,0
142,50000.0,1,2,2,23,1,0
143,170000.0,1,2,2,29,-2,0
144,20000.0,1,1,2,29,-1,0
145,50000.0,1,1,2,28,0,0
146,170000.0,2,2,2,27,0,1
147,200000.0,1,1,2,34,1,0
148,80000.0,2,2,1,23,1,0
149,260000.0,2,1,1,60,1,0
150,140000.0,1,2,1,32,0,0
151,80000.0,1,1,2,25,0,0
152,350000.0,1,1,2,41,1,0
153,280000.0,2,2,1,56,0,0
154,30000.0,2,3,2,26,0,0
155,140000.0,1,1,1,34,0,0
156,200000.0,2,1,2,37,0,0
157,200000.0,2,3,2,30,0,0
158,210000.0,1,3,1,45,2,1
159,50000.0,1,3,1,57,3,0
160,30000.0,1,1,2,41,2,0
161,50000.0,1,2,2,27,2,0
162,290000.0,1,3,1,47,-1,0
163,250000.0,2,1,1,34,0,0
164,60000.0,2,2,1,46,0,0
165,110000.0,2,1,2,27,0,0
166,370000.0,1,1,2,50,-2,0
167,100000.0,1,2,1,27,-1,0
168,90000.0,2,2,1,35,0,0
169,50000.0,2,2,2,22,0,0
170,270000.0,1,2,2,37,0,0
171,300000.0,2,1,2,30,-1,0
172,50000.0,2,2,2,22,-1,0
173,50000.0,2,1,2,24,1,1
174,360000.0,1,1,2,29,1,0
175,130000.0,1,3,1,56,1,1
176,80000.0,1,1,2,30,-2,0
177,50000.0,1,2,2,30,1,0
178,20000.0,2,2,2,22,0,0
179,80000.0,2,2,1,29,0,0
180,240000.0,1,1,2,37,-1,0
181,80000.0,2,3,2,35,0,0
182,500000.0,2,1,1,47,0,0
183,60000.0,2,2,1,24,0,1
184,20000.0,1,2,2,25,0,0
185,100000.0,2,2,1,38,1,1
186,360000.0,2,1,2,32,1,0
187,200000.0,2,3,2,47,2,1
188,130000.0,2,2,1,34,1,0
189,20000.0,2,2,2,31,1,0
190,310000.0,1,1,2,32,0,0
191,60000.0,2,1,2,27,2,1
192,180000.0,2,1,2,29,-1,0
193,180000.0,2,1,2,24,-1,0
194,50000.0,1,2,1,36,0,0
195,50000.0,2,1,2,24,1,1
196,150000.0,2,2,1,34,-2,0
197,20000.0,2,1,2,22,0,0
198,500000.0,2,1,1,34,-2,0
199,30000.0,2,3,2,22,1,1
200,180000.0,2,1,1,38,-2,0
201,140000.0,1,1,2,31,0,0
202,140000.0,2,1,2,26,-1,0
203,120000.0,1,2,2,26,0,0
204,360000.0,2,2,1,48,0,0
205,20000.0,1,3,1,43,-1,0
206,100000.0,1,1,1,47,-1,0
207,210000.0,2,2,1,41,-1,1
208,80000.0,2,2,2,24,0,1
209,330000.0,2,1,1,50,-1,0
210,220000.0,1,1,2,24,0,0
211,210000.0,2,1,1,38,1,1
212,40000.0,2,3,1,43,0,0
213,30000.0,1,2,2,39,0,0
214,470000.0,1,2,2,27,2,0
215,30000.0,1,3,1,42,-1,0
216,240000.0,2,2,1,36,1,1
217,80000.0,1,2,2,36,2,0
218,110000.0,2,3,0,31,0,0
219,310000.0,2,1,2,38,-1,0
220,360000.0,2,1,1,40,2,1
221,330000.0,2,3,2,45,0,0
222,300000.0,2,2,2,35,0,0
223,320000.0,2,2,2,33,0,0
224,50000.0,2,3,2,37,1,1
225,170000.0,2,1,2,28,0,0
226,350000.0,1,3,1,44,-1,0
227,20000.0,1,2,1,37,0,0
228,50000.0,1,2,2,23,2,1
229,20000.0,2,3,2,24,1,0
230,50000.0,2,1,2,24,0,0
231,20000.0,1,2,2,23,1,1
232,50000.0,1,2,1,26,0,0
233,190000.0,1,2,2,34,2,1
234,60000.0,2,2,1,33,0,0
235,80000.0,1,1,2,35,-1,0
236,150000.0,2,2,2,27,0,0
237,210000.0,2,1,2,31,-2,0
238,240000.0,2,3,1,50,0,1
239,140000.0,2,2,3,41,0,1
240,60000.0,2,1,2,28,1,0
241,50000.0,1,1,2,39,0,0
242,50000.0,2,2,2,27,0,0
243,180000.0,2,1,2,32,-1,0
244,30000.0,2,1,2,40,-1,0
245,20000.0,2,2,2,40,0,0
246,250000.0,2,2,1,75,0,0
247,100000.0,2,2,2,27,0,0
248,330000.0,1,1,2,25,0,0
249,50000.0,1,3,1,46,0,0
250,50000.0,2,2,2,26,1,0
251,30000.0,1,2,2,28,0,0
252,140000.0,2,2,2,26,0,1
253,160000.0,2,1,2,28,0,0
254,400000.0,2,2,2,29,-1,0
255,50000.0,1,2,1,25,0,0
256,140000.0,2,2,1,48,0,0
257,160000.0,2,2,1,33,-1,0
258,100000.0,2,3,1,43,0,0
259,220000.0,1,1,1,48,2,1
260,510000.0,2,1,2,29,0,0
261,50000.0,1,2,2,29,0,0
262,160000.0,2,1,1,38,-1,0
263,230000.0,2,1,2,37,-2,0
264,80000.0,2,1,2,37,-1,0
265,150000.0,2,2,1,25,-1,0
266,10000.0,1,3,2,23,0,0
267,130000.0,2,3,2,49,0,1
268,40000.0,2,1,2,48,0,0
269,50000.0,1,2,2,27,3,1
270,100000.0,1,3,2,32,0,0
271,120000.0,1,1,1,34,-1,0
272,260000.0,2,1,2,58,1,1
273,200000.0,2,2,2,33,0,0
274,360000.0,2,2,2,28,-2,1
275,70000.0,2,2,2,36,0,0
276,460000.0,1,1,1,40,2,1
277,50000.0,2,1,2,26,-1,0
278,50000.0,1,3,1,33,0,0
279,250000.0,2,2,1,31,0,0
280,30000.0,2,1,2,27,0,0
281,270000.0,1,2,1,44,0,0
282,180000.0,2,3,2,30,0,0
283,100000.0,2,1,2,28,0,0
284,230000.0,2,3,1,32,0,0
285,210000.0,2,1,1,46,-1,0
286,210000.0,1,1,2,38,2,0
287,440000.0,2,2,1,46,0,0
288,100000.0,2,2,2,25,2,1
289,240000.0,2,2,1,46,0,0
290,280000.0,1,1,2,33,-1,1
291,50000.0,2,2,2,22,1,1
292,30000.0,1,2,1,43,3,0
293,10000.0,1,2,2,27,0,1
294,130000.0,1,1,2,29,1,0
295,200000.0,1,1,2,31,0,0
296,120000.0,2,2,1,29,-1,0
297,210000.0,2,2,1,36,0,0
298,280000.0,2,1,1,36,0,0
299,300000.0,1,1,2,34,1,1
300,100000.0,1,2,2,37,0,0
301,440000.0,2,1,2,36,-2,0
302,50000.0,2,3,1,40,0,0
303,20000.0,2,1,2,25,0,1
304,200000.0,2,1,2,27,-1,0
305,110000.0,2,2,2,26,-2,0
306,500000.0,2,2,1,36,-1,0
307,300000.0,2,2,1,27,1,0
308,30000.0,1,3,1,55,2,1
309,60000.0,2,1,2,27,-1,0
310,400000.0,2,2,1,38,-1,0
311,180000.0,2,2,1,34,0,0
312,20000.0,1,1,2,40,0,0
313,200000.0,2,3,1,49,-1,1
314,100000.0,1,1,2,27,0,0
315,60000.0,1,2,2,23,0,1
316,110000.0,2,2,2,36,0,0
317,260000.0,2,3,1,53,1,0
318,50000.0,2,3,1,46,3,0
319,180000.0,1,2,2,29,1,0
320,110000.0,1,2,2,29,1,1
321,340000.0,2,1,2,27,0,0
322,50000.0,1,2,2,24,-1,0
323,230000.0,2,2,1,28,0,1
324,360000.0,2,2,2,32,0,0
325,210000.0,1,2,2,43,1,0
326,220000.0,2,2,1,41,-1,1
327,60000.0,2,2,1,34,2,1
328,340000.0,1,2,1,55,-2,0
329,150000.0,1,1,1,40,2,0
330,200000.0,2,2,1,37,1,1
331,130000.0,2,2,2,40,0,1
332,60000.0,2,1,2,28,1,0
333,400000.0,2,2,1,43,1,0
334,20000.0,1,1,2,27,0,0
335,190000.0,2,1,2,28,0,0
336,260000.0,2,1,2,30,0,0
337,140000.0,2,2,2,31,-2,0
338,50000.0,2,2,1,31,0,1
339,120000.0,2,1,2,34,-1,0
340,240000.0,2,2,2,30,-2,0
341,50000.0,1,2,2,36,0,0
342,200000.0,2,1,2,29,-1,0
343,180000.0,1,1,1,39,0,0
344,180000.0,2,1,2,26,0,0
345,160000.0,2,1,2,29,-1,0
346,100000.0,2,2,2,26,-1,0
347,50000.0,2,2,2,29,0,1
348,140000.0,2,2,2,31,0,0
349,30000.0,2,2,2,26,0,1
350,90000.0,1,1,2,26,0,0
351,200000.0,1,1,1,36,1,0
352,380000.0,1,1,2,30,1,1
353,80000.0,2,2,2,43,0,0
354,50000.0,1,3,1,58,2,0
355,180000.0,1,2,1,45,-1,1
356,240000.0,2,2,2,26,0,0
357,380000.0,1,2,2,34,0,0
358,110000.0,2,4,2,24,0,0
359,260000.0,1,1,1,34,-1,0
360,500000.0,2,2,2,23,4,1
361,320000.0,2,2,2,30,0,0
362,50000.0,1,2,2,32,4,0
363,110000.0,1,1,1,40,1,1
364,230000.0,2,1,2,35,-2,0
365,330000.0,2,2,1,56,1,0
366,50000.0,2,2,1,61,0,0
367,10000.0,1,2,2,24,-1,0
368,300000.0,1,1,1,40,1,0
369,20000.0,2,2,1,32,3,1
370,180000.0,1,2,1,36,2,1
371,160000.0,1,1,2,30,-1,0
372,90000.0,2,1,2,34,0,0
373,30000.0,1,3,3,54,0,0
374,180000.0,1,1,1,46,0,0
375,30000.0,1,3,1,58,0,0
376,30000.0,1,2,1,43,1,0
377,140000.0,2,1,2,28,-1,0
378,210000.0,1,1,2,30,0,0
379,50000.0,1,2,2,31,0,1
380,130000.0,2,2,2,29,0,0
381,50000.0,2,2,1,37,2,1
382,140000.0,1,3,1,36,0,0
383,170000.0,2,2,2,28,-1,1
384,80000.0,1,2,2,25,0,0
385,410000.0,2,5,1,42,0,0
386,80000.0,2,1,2,29,1,0
387,80000.0,1,3,1,73,-1,1
388,150000.0,1,2,1,43,0,0
389,260000.0,1,1,1,30,-1,1
390,350000.0,1,1,1,38,1,0
391,280000.0,2,2,1,39,1,1
392,310000.0,1,2,1,44,0,0
393,140000.0,2,2,2,29,0,0
394,360000.0,1,1,1,51,-1,0
395,140000.0,2,1,2,27,0,0
396,100000.0,1,1,2,38,0,0
397,50000.0,2,2,2,22,-2,0
398,210000.0,2,2,1,30,0,0
399,120000.0,2,2,2,25,2,0
400,240000.0,1,1,2,29,0,0
401,60000.0,2,3,3,42,0,0
402,150000.0,1,1,2,41,-1,1
403,30000.0,1,2,1,48,0,0
404,160000.0,2,1,2,29,2,1
405,200000.0,1,1,1,52,-2,0
406,120000.0,2,2,1,25,0,0
407,500000.0,1,1,1,37,1,0
408,320000.0,2,1,2,27,0,0
409,280000.0,1,1,2,31,0,0
410,60000.0,2,1,2,23,1,1
411,200000.0,2,1,1,38,-1,0
412,230000.0,2,1,1,32,1,0
413,230000.0,2,2,2,27,1,1
414,480000.0,2,3,1,41,-2,0
415,50000.0,2,3,1,35,-1,0
416,200000.0,2,1,2,31,-2,0
417,50000.0,2,1,2,30,0,0
418,50000.0,1,2,1,48,0,0
419,260000.0,2,1,2,36,1,1
420,30000.0,1,1,2,24,2,0
421,440000.0,2,1,2,29,0,0
422,230000.0,2,2,2,38,-1,0
423,200000.0,1,2,1,38,2,1
424,490000.0,2,2,1,30,0,0
425,80000.0,2,2,1,32,-1,0
426,20000.0,2,3,2,49,2,1
427,170000.0,2,1,2,31,-1,1
428,70000.0,1,1,2,27,0,0
429,210000.0,2,2,2,33,0,0
430,90000.0,2,2,2,25,0,0
431,390000.0,2,1,2,27,0,1
432,110000.0,2,1,2,29,0,0
433,580000.0,2,1,1,36,0,0
434,360000.0,1,3,1,55,0,0
435,270000.0,2,2,1,32,1,1
436,60000.0,2,1,2,27,-1,0
437,110000.0,1,3,1,37,0,0
438,50000.0,2,1,1,25,0,0
439,80000.0,2,1,2,23,0,1
440,50000.0,1,2,2,23,-1,0
441,100000.0,1,1,2,32,0,0
442,30000.0,2,1,2,26,1,0
443,200000.0,2,1,2,27,0,0
444,240000.0,1,1,2,44,0,1
445,220000.0,1,2,2,34,0,0
446,160000.0,2,1,2,28,0,0
447,180000.0,2,1,1,53,-1,0
448,200000.0,1,4,1,42,0,0
449,140000.0,2,3,1,30,0,0
450,380000.0,1,1,1,51,1,1
451,600000.0,1,1,1,53,2,1
452,260000.0,1,2,2,37,0,0
453,200000.0,2,1,2,26,0,0
454,80000.0,1,2,2,42,0,0
455,40000.0,1,2,2,39,0,0
456,130000.0,1,3,2,39,1,0
457,50000.0,1,1,2,32,-1,0
458,230000.0,2,2,1,41,-1,0
459,70000.0,1,2,1,48,0,1
460,180000.0,2,2,1,38,0,0
461,80000.0,2,2,1,36,-1,0
462,290000.0,2,2,2,26,0,0
463,230000.0,2,1,2,28,0,0
464,170000.0,2,3,3,56,1,0
465,230000.0,1,1,1,59,-1,1
466,220000.0,1,1,2,38,0,1
467,230000.0,1,2,2,32,0,0
468,500000.0,1,2,1,38,0,0
469,90000.0,2,1,1,41,-1,0
470,390000.0,2,3,2,35,0,1
471,400000.0,2,2,2,41,0,0
472,180000.0,1,2,1,34,-1,0
473,60000.0,1,3,1,38,1,0
474,120000.0,2,2,1,32,-1,0
475,60000.0,2,2,2,29,0,0
476,50000.0,1,1,2,44,0,0
477,70000.0,2,2,1,37,0,0
478,500000.0,2,1,1,38,-1,0
479,200000.0,1,1,2,31,-2,0
480,250000.0,2,2,1,40,0,0
481,140000.0,1,2,2,26,0,1
482,70000.0,2,2,2,28,0,0
483,90000.0,1,3,1,48,1,0
484,100000.0,2,2,1,43,-1,0
485,190000.0,1,2,1,31,0,0
486,230000.0,2,1,1,42,-1,0
487,320000.0,1,2,1,39,0,0
488,220000.0,2,2,1,36,-1,1
489,260000.0,2,1,1,34,-1,0
490,90000.0,2,2,2,32,-2,0
491,30000.0,2,2,1,43,2,0
492,260000.0,1,2,2,30,0,0
493,170000.0,2,2,2,28,0,0
494,80000.0,2,1,1,28,0,1
495,50000.0,1,1,1,41,-1,0
496,200000.0,2,3,2,47,0,0
497,20000.0,1,2,2,23,0,0
498,250000.0,2,1,1,49,-1,0
499,20000.0,1,1,1,38,0,0
500,30000.0,2,2,1,38,0,0
501,90000.0,2,2,1,35,1,0
502,230000.0,2,6,2,46,0,0
503,130000.0,2,1,1,33,0,1
504,30000.0,1,6,1,53,-2,0
505,160000.0,1,1,2,35,-1,0
506,500000.0,2,2,2,43,-1,0
507,180000.0,2,2,2,28,0,0
508,80000.0,2,2,1,30,0,0
509,120000.0,1,1,2,26,-1,0
510,130000.0,1,2,1,31,-1,0
511,120000.0,2,2,2,35,-1,1
512,360000.0,1,1,2,28,-1,0
513,50000.0,1,2,2,23,2,1
514,20000.0,2,2,2,23,0,0
515,100000.0,1,3,1,56,0,0
516,70000.0,1,3,1,32,0,0
517,50000.0,1,2,1,47,0,0
518,10000.0,2,2,2,22,1,0
519,290000.0,2,1,1,34,0,0
520,30000.0,2,1,1,31,0,0
521,410000.0,2,2,2,27,1,0
522,360000.0,1,1,2,28,-1,1
523,140000.0,2,2,1,42,0,1
524,210000.0,2,1,2,32,0,0
525,220000.0,2,2,2,27,-1,0
526,20000.0,1,2,2,27,1,0
527,620000.0,2,2,1,45,2,1
528,360000.0,1,1,2,26,1,0
529,20000.0,2,2,2,21,-1,0
530,50000.0,1,2,2,23,0,0
531,50000.0,1,2,3,30,0,0
532,10000.0,1,2,2,46,0,1
533,100000.0,2,3,1,50,2,1
534,50000.0,1,1,2,26,-2,0
535,60000.0,1,2,2,25,-1,0
536,440000.0,2,1,2,35,0,0
537,120000.0,1,2,1,44,0,0
538,50000.0,2,1,2,52,0,0
539,110000.0,2,2,1,40,1,0
540,200000.0,2,1,2,38,-1,0
541,150000.0,2,1,2,28,1,0
542,30000.0,2,2,1,36,2,1
543,100000.0,2,1,2,24,0,0
544,360000.0,2,1,1,34,-1,0
545,390000.0,2,1,2,31,0,0
546,220000.0,2,1,1,41,1,1
547,160000.0,2,2,2,25,-2,0
548,230000.0,2,1,2,28,-1,0
549,120000.0,1,1,2,27,0,0
550,100000.0,1,3,1,52,0,1
551,190000.0,2,1,2,41,-1,1
552,50000.0,1,1,1,56,0,1
553,240000.0,2,1,1,42,1,0
554,40000.0,2,2,2,24,-2,0
555,630000.0,2,2,1,47,0,0
556,160000.0,2,1,1,33,-2,0
557,110000.0,2,2,2,32,0,0
558,20000.0,1,2,2,29,0,0
559,210000.0,2,3,1,53,0,0
560,270000.0,1,1,2,34,-1,0
561,360000.0,2,2,2,52,-2,0
562,60000.0,2,2,1,42,-1,0
563,360000.0,1,2,2,38,-1,0
564,390000.0,2,1,2,45,2,0
565,250000.0,2,3,2,35,-2,0
566,90000.0,2,1,2,24,0,1
567,360000.0,1,1,2,28,-1,0
568,50000.0,1,3,2,26,0,0
569,270000.0,2,1,1,40,0,0
570,200000.0,2,1,2,29,1,0
571,50000.0,2,2,2,23,0,0
572,350000.0,1,1,2,33,-1,0
573,160000.0,2,2,2,60,-2,1
574,80000.0,2,3,1,49,-1,0
575,290000.0,1,1,1,53,2,1
576,270000.0,2,1,2,28,-1,0
577,80000.0,1,1,2,31,-1,0
578,50000.0,1,2,2,36,0,0
579,30000.0,1,2,1,35,-2,0
580,30000.0,1,2,2,28,1,1
581,90000.0,1,2,2,33,-1,0
582,160000.0,1,1,2,26,-1,0
583,80000.0,2,3,2,53,0,0
584,50000.0,1,2,2,42,0,0
585,20000.0,2,1,2,25,0,0
586,220000.0,1,1,1,43,1,1
587,210000.0,1,3,2,25,-1,1
588,130000.0,2,2,2,29,0,0
589,260000.0,2,2,1,31,-1,0
590,230000.0,2,1,1,30,0,0
591,160000.0,1,1,2,34,0,0
592,50000.0,1,1,1,35,0,0
593,80000.0,1,2,1,32,0,0
594,110000.0,1,3,2,46,0,0
595,200000.0,1,1,1,43,0,0
596,360000.0,1,2,2,29,0,0
597,210000.0,2,3,2,31,1,0
598,80000.0,2,2,2,24,2,0
599,300000.0,2,2,1,36,-1,1
600,310000.0,2,2,1,43,0,0
601,30000.0,1,3,1,59,-1,1
602,170000.0,1,1,1,53,0,0
603,140000.0,2,2,2,28,2,0
604,180000.0,2,2,2,31,1,0
605,50000.0,1,1,2,34,1,0
606,50000.0,2,2,1,36,0,0
607,110000.0,2,1,2,24,0,0
608,450000.0,2,3,1,36,-2,0
609,200000.0,2,2,1,34,-1,0
610,220000.0,1,1,2,43,0,0
611,360000.0,2,1,2,29,0,1
612,50000.0,1,2,1,37,0,0
613,40000.0,1,2,2,23,2,0
614,190000.0,2,2,1,37,1,0
615,150000.0,1,1,2,33,0,0
616,200000.0,2,1,1,37,1,0
617,270000.0,2,2,1,56,0,0
618,60000.0,1,1,2,25,0,0
619,200000.0,2,2,1,39,0,0
620,150000.0,2,2,1,39,0,0
621,180000.0,2,2,2,28,-1,0
622,90000.0,2,1,2,27,0,0
623,360000.0,2,2,1,37,1,0
624,90000.0,2,1,2,24,-1,0
625,20000.0,2,2,2,24,0,0
626,70000.0,1,1,1,46,0,0
627,230000.0,1,1,1,39,-1,0
628,30000.0,1,3,1,48,0,0
629,200000.0,2,3,3,45,-1,0
630,100000.0,1,3,2,49,-1,0
631,50000.0,2,2,2,23,0,0
632,20000.0,2,3,1,25,0,0
633,210000.0,2,2,1,47,-2,0
634,110000.0,1,3,1,56,0,0
635,20000.0,2,3,1,44,-1,0
636,50000.0,2,3,1,49,0,0
637,50000.0,1,2,1,41,0,0
638,400000.0,2,1,2,40,-1,0
639,170000.0,1,2,2,31,0,0
640,280000.0,1,2,1,42,0,0
641,130000.0,2,3,1,28,0,0
642,210000.0,2,2,2,32,0,0
643,370000.0,1,2,2,28,0,0
644,30000.0,2,2,1,31,0,0
645,150000.0,1,3,2,39,1,0
646,60000.0,1,3,1,31,2,1
647,80000.0,2,2,2,24,0,0
648,280000.0,2,2,1,44,2,1
649,20000.0,2,2,2,46,8,0
650,270000.0,1,1,2,32,-2,0
651,240000.0,2,2,2,26,0,0
652,20000.0,2,1,2,22,0,0
653,450000.0,2,1,1,42,1,1
654,10000.0,1,2,2,33,0,0
655,280000.0,1,2,1,39,-2,1
656,290000.0,2,3,2,27,0,0
657,190000.0,2,1,2,28,0,1
658,80000.0,2,1,2,23,0,0
659,280000.0,2,2,2,28,-1,0
660,160000.0,2,1,1,33,-2,0
661,90000.0,1,2,1,40,0,1
662,140000.0,2,1,2,37,-1,0
663,50000.0,1,1,2,22,0,0
664,40000.0,2,2,1,32,0,0
665,130000.0,2,3,1,43,0,0
666,70000.0,2,3,1,27,0,0
667,30000.0,2,2,1,35,0,0
668,100000.0,2,3,1,35,1,0
669,20000.0,2,1,1,30,2,1
670,30000.0,2,2,2,34,2,0
671,20000.0,1,2,1,34,0,1
672,100000.0,2,1,2,28,2,1
673,30000.0,1,2,2,25,2,1
674,320000.0,2,1,1,41,0,0
675,90000.0,1,3,2,42,2,1
676,190000.0,1,2,2,40,2,1
677,200000.0,1,1,2,28,0,0
678,300000.0,2,2,2,31,-1,0
679,30000.0,2,1,2,56,-1,0
680,110000.0,2,2,3,45,0,0
681,230000.0,2,1,2,29,-2,0
682,230000.0,2,1,1,35,0,0
683,310000.0,2,2,2,28,0,0
684,320000.0,1,1,1,40,0,0
685,360000.0,1,1,1,47,-1,0
686,20000.0,2,3,1,41,-1,1
687,170000.0,2,2,2,27,0,0
688,140000.0,1,1,1,40,0,0
689,80000.0,1,2,2,32,0,0
690,150000.0,1,2,2,35,0,0
691,170000.0,1,2,2,27,-1,0
692,200000.0,2,2,1,29,2,1
693,70000.0,1,1,2,30,0,0
694,320000.0,1,2,1,37,-2,0
695,150000.0,2,1,2,29,-2,0
696,50000.0,2,1,1,34,0,0
697,90000.0,2,2,2,34,-1,0
698,280000.0,1,1,1,41,-2,0
699,300000.0,2,1,2,31,0,0
700,400000.0,2,2,2,40,-2,0
701,200000.0,2,1,1,27,-1,0
702,10000.0,2,3,2,22,0,1
703,50000.0,2,2,3,30,1,1
704,30000.0,2,2,3,22,1,0
705,50000.0,1,1,2,26,-1,1
706,50000.0,1,2,1,38,1,0
707,30000.0,2,3,1,46,1,0
708,20000.0,1,2,2,24,0,0
709,20000.0,1,2,2,49,0,0
710,50000.0,1,1,3,49,0,0
711,30000.0,2,2,1,42,0,0
712,360000.0,2,1,1,30,1,0
713,170000.0,1,2,1,42,1,0
714,400000.0,2,1,2,31,-2,0
715,50000.0,2,2,1,49,0,0
716,160000.0,2,2,2,27,0,0
717,70000.0,2,2,1,33,0,1
718,150000.0,2,1,1,35,1,0
719,80000.0,2,2,2,48,0,0
720,30000.0,2,2,2,22,0,0
