,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,def_pay
316,260000.0,1,1,1,43,-1,0
317,260000.0,2,1,2,30,2,1
318,50000.0,1,1,2,33,2,0
319,360000.0,2,1,1,46,1,0
320,170000.0,2,1,2,53,-2,0
321,120000.0,2,2,1,34,1,0
322,50000.0,2,2,1,26,0,0
323,50000.0,2,1,1,40,-1,1
324,310000.0,1,1,1,48,0,0
325,50000.0,1,1,2,27,0,0
326,140000.0,2,2,2,32,0,0
327,100000.0,2,2,1,28,2,1
328,20000.0,1,3,2,32,1,0
329,120000.0,2,1,2,27,0,1
330,30000.0,2,3,1,59,0,0
331,20000.0,1,3,1,27,0,1
332,160000.0,2,2,2,27,1,1
333,180000.0,2,2,1,37,1,0
334,40000.0,2,1,2,26,0,0
335,80000.0,2,2,1,34,0,0
336,120000.0,1,2,2,31,3,0
337,20000.0,2,2,2,22,-1,1
338,20000.0,1,2,2,33,0,0
339,100000.0,1,1,1,52,4,1
340,500000.0,1,1,2,45,1,0
341,80000.0,2,2,1,29,0,0
342,150000.0,2,1,2,41,-2,0
343,30000.0,2,3,2,26,0,0
344,120000.0,1,1,2,34,1,1
345,70000.0,2,2,1,27,2,1
346,150000.0,1,2,1,32,0,0
347,210000.0,2,2,1,42,1,0
348,80000.0,2,2,1,30,1,0
349,90000.0,1,2,2,29,0,0
350,20000.0,2,2,2,22,0,0
351,240000.0,2,1,2,36,1,0
352,50000.0,1,2,2,29,2,1
353,250000.0,2,1,2,28,0,0
354,280000.0,2,1,2,31,1,0
355,10000.0,1,3,0,40,0,0
356,150000.0,2,2,2,33,-1,0
357,330000.0,2,2,1,47,1,0
358,240000.0,1,1,2,30,-1,1
359,130000.0,2,2,2,34,0,0
360,450000.0,1,1,2,37,0,0
361,50000.0,1,1,2,26,-1,1
362,70000.0,2,3,1,24,0,0
363,80000.0,1,2,2,26,0,0
364,50000.0,1,1,2,24,-1,0
365,30000.0,1,3,1,33,2,1
366,50000.0,1,2,2,23,0,0
367,70000.0,1,2,1,29,0,0
368,50000.0,2,2,2,33,0,1
369,100000.0,2,3,2,27,0,1
370,200000.0,2,2,2,24,0,0
371,180000.0,1,1,2,38,1,0
372,240000.0,2,1,2,38,-1,1
373,90000.0,2,3,1,35,2,0
374,50000.0,2,2,2,33,0,0
375,80000.0,1,2,2,48,0,0
376,210000.0,2,1,1,43,-2,0
377,350000.0,1,3,1,41,0,0
378,160000.0,1,2,2,45,0,1
379,70000.0,1,1,2,33,0,1
380,140000.0,2,1,1,33,1,0
381,80000.0,1,2,1,47,0,0
382,110000.0,2,2,1,39,2,1
383,50000.0,1,2,2,25,0,0
384,30000.0,1,1,1,38,0,0
385,30000.0,2,2,2,27,0,0
386,200000.0,1,2,2,33,0,1
387,290000.0,2,2,2,28,0,0
388,220000.0,1,1,2,34,0,0
389,180000.0,1,1,2,28,0,0
390,500000.0,1,3,1,38,0,0
391,210000.0,1,2,1,39,-1,0
392,100000.0,2,1,2,24,3,1
393,100000.0,2,2,2,23,0,0
394,130000.0,2,2,2,25,2,1
395,10000.0,1,2,2,21,0,1
396,50000.0,1,2,2,35,-1,0
397,240000.0,1,1,1,37,0,0
398,20000.0,2,3,1,53,0,0
399,20000.0,2,1,1,38,-1,0
400,150000.0,2,1,2,39,3,0
401,230000.0,1,2,1,36,-1,0
402,50000.0,1,2,2,26,-1,0
403,300000.0,2,2,1,35,0,0
404,110000.0,2,2,3,54,-1,0
405,230000.0,2,1,2,33,-2,0
406,50000.0,2,2,2,30,1,0
407,70000.0,2,2,2,24,0,0
408,360000.0,2,1,1,27,-2,0
409,110000.0,2,2,2,32,0,0
410,120000.0,2,2,2,48,0,0
411,200000.0,2,1,1,45,-1,1
412,260000.0,2,5,1,46,-1,0
413,290000.0,2,1,1,47,-1,0
414,20000.0,2,2,2,22,0,0
415,50000.0,2,3,2,22,0,1
416,50000.0,2,2,1,23,0,0
417,60000.0,2,1,2,23,0,0
418,330000.0,1,1,1,46,-1,0
419,60000.0,2,2,1,23,0,0
420,180000.0,2,2,1,25,0,0
421,80000.0,2,1,2,28,1,0
422,450000.0,2,1,2,32,1,0
423,150000.0,2,4,1,36,-2,0
424,280000.0,2,2,2,28,1,0
425,180000.0,1,3,2,47,0,0
426,380000.0,2,3,1,54,-1,0
427,150000.0,1,2,1,45,-2,0
428,280000.0,2,1,2,52,-1,0
429,160000.0,2,2,2,34,-1,0
430,120000.0,1,2,2,29,0,0
431,330000.0,2,1,2,34,0,0
432,210000.0,2,2,1,49,1,0
433,200000.0,1,1,2,27,1,0
434,340000.0,2,5,1,27,0,0
435,200000.0,1,1,2,34,-1,0
436,160000.0,2,3,1,34,0,0
437,500000.0,2,2,2,48,-1,0
438,50000.0,1,2,1,43,0,0
439,170000.0,2,2,2,23,-1,0
440,260000.0,2,1,2,29,1,0
441,360000.0,1,2,1,49,1,1
442,400000.0,1,1,2,29,0,0
443,380000.0,2,1,2,32,-1,0
444,50000.0,1,3,2,29,0,1
445,130000.0,1,2,1,40,-1,0
446,110000.0,2,2,1,24,1,0
447,50000.0,1,1,1,23,1,0
448,190000.0,1,2,2,26,0,0
449,170000.0,2,2,1,46,-1,1
450,210000.0,2,4,2,25,0,0
451,50000.0,1,3,2,25,0,0
452,20000.0,2,3,1,45,2,1
453,80000.0,2,2,1,26,0,1
454,500000.0,2,1,2,39,-1,0
455,250000.0,2,2,2,31,1,1
456,50000.0,1,3,1,34,0,0
457,300000.0,1,2,1,38,0,0
458,30000.0,2,2,1,40,2,1
459,50000.0,1,2,2,34,2,0
460,180000.0,2,2,2,35,-2,0
461,50000.0,2,5,1,28,0,0
462,50000.0,1,3,1,46,0,0
463,190000.0,2,2,1,40,0,0
464,200000.0,2,2,2,32,-2,0
465,140000.0,2,2,2,26,0,0
466,10000.0,1,3,1,47,0,1
467,180000.0,2,5,1,54,0,0
468,170000.0,2,3,2,29,-1,0
469,50000.0,1,2,1,36,1,0
470,200000.0,1,2,2,32,-1,0
471,170000.0,2,2,1,42,-1,1
472,50000.0,1,2,2,52,1,0
473,230000.0,2,2,2,24,-1,0
474,500000.0,2,2,2,36,0,0
475,50000.0,1,2,2,25,2,1
476,80000.0,1,1,2,38,0,0
477,200000.0,2,2,1,61,-1,0
478,360000.0,1,3,2,34,1,1
479,140000.0,2,1,1,41,-1,0
480,290000.0,2,2,1,48,1,1
481,50000.0,1,2,1,41,0,1
482,10000.0,2,2,3,38,0,0
483,80000.0,1,2,2,27,2,0
484,20000.0,1,3,2,22,0,1
485,150000.0,1,1,2,37,-2,0
486,230000.0,2,1,2,37,0,1
487,60000.0,2,3,2,24,0,1
488,360000.0,2,1,2,26,-1,0
489,100000.0,1,2,1,36,0,0
490,30000.0,1,2,1,33,0,0
491,330000.0,2,2,1,30,0,0
492,20000.0,2,1,2,24,-1,0
493,80000.0,2,2,1,49,1,0
494,90000.0,2,5,2,23,0,1
495,20000.0,2,2,2,23,0,0
496,230000.0,1,3,1,61,1,1
497,160000.0,1,2,2,28,-1,0
498,200000.0,2,2,1,36,-1,0
499,20000.0,1,2,2,27,0,0
500,170000.0,1,1,1,35,0,0
501,180000.0,2,2,1,26,0,0
502,50000.0,2,2,1,29,0,0
503,360000.0,2,1,1,40,-1,0
504,230000.0,2,2,2,28,-1,0
505,80000.0,2,1,2,28,0,1
506,60000.0,1,1,2,31,2,1
507,150000.0,2,3,1,52,-1,0
508,120000.0,2,3,1,52,0,0
509,430000.0,2,1,1,43,-1,0
510,360000.0,1,3,1,32,0,0
511,200000.0,2,2,1,60,-1,0
512,50000.0,1,2,2,26,0,0
513,150000.0,2,2,1,36,0,0
514,20000.0,2,1,2,46,0,0
515,20000.0,1,1,2,23,0,0
516,50000.0,1,2,2,24,1,1
517,260000.0,2,2,2,27,0,1
518,230000.0,2,3,2,30,0,1
519,170000.0,1,3,1,43,-1,0
520,180000.0,1,1,2,28,-2,0
521,30000.0,1,1,2,38,1,0
522,20000.0,1,2,2,22,3,1
523,260000.0,1,3,1,50,2,1
524,180000.0,2,3,2,30,-1,0
525,230000.0,2,2,1,32,0,1
526,120000.0,2,2,3,43,0,0
527,280000.0,1,1,1,63,-2,0
528,270000.0,2,2,2,29,0,0
529,70000.0,1,1,1,39,0,0
530,60000.0,1,2,2,31,0,0
531,180000.0,1,2,2,28,0,0
532,160000.0,2,2,1,32,0,1
533,50000.0,2,1,2,25,0,0
534,60000.0,2,2,2,48,-2,0
535,50000.0,1,2,2,48,3,1
536,80000.0,2,2,1,56,1,0
537,30000.0,2,2,1,22,0,0
538,90000.0,2,1,2,26,0,0
539,130000.0,2,2,1,33,0,0
540,200000.0,1,1,1,38,-2,0
541,20000.0,2,2,2,23,0,1
542,300000.0,1,3,1,31,-1,0
543,160000.0,2,1,1,41,0,0
544,500000.0,2,1,1,41,-1,0
545,50000.0,2,2,2,25,2,1
546,20000.0,1,1,2,25,0,0
547,240000.0,1,3,1,40,2,1
548,200000.0,1,2,2,29,2,1
549,200000.0,2,2,2,27,-1,1
550,260000.0,2,1,2,36,-1,0
551,100000.0,1,2,2,26,2,0
552,360000.0,1,3,1,42,-1,0
553,280000.0,2,6,3,38,0,0
554,360000.0,1,1,1,47,0,0
555,420000.0,2,1,1,34,-1,0
556,400000.0,2,2,1,42,-2,0
557,50000.0,2,2,1,41,2,0
558,500000.0,1,1,1,45,-2,0
559,50000.0,1,2,2,56,0,0
560,80000.0,2,1,2,24,-1,0
561,80000.0,2,2,2,23,2,0
562,20000.0,2,2,2,50,0,0
563,460000.0,2,1,2,27,0,0
564,240000.0,1,1,2,33,0,0
565,120000.0,1,2,2,30,0,0
566,20000.0,1,2,2,24,1,0
567,290000.0,1,3,1,50,0,0
568,50000.0,2,2,2,38,0,0
569,200000.0,2,2,1,40,0,0
570,20000.0,2,3,3,27,0,0
571,100000.0,1,1,1,43,0,0
572,260000.0,2,1,2,36,0,0
573,20000.0,2,2,2,27,4,0
574,10000.0,2,2,2,22,0,0
575,420000.0,1,1,1,47,-2,0
576,130000.0,2,3,2,27,0,0
577,150000.0,2,1,2,25,0,0
578,120000.0,1,1,2,33,-1,0
579,30000.0,2,2,2,25,0,0
580,260000.0,2,2,2,31,0,0
581,60000.0,1,3,2,34,-1,1
582,70000.0,2,3,2,52,0,0
583,110000.0,1,2,2,26,2,0
584,180000.0,1,2,2,37,-1,0
585,300000.0,2,2,2,48,-2,0
586,260000.0,2,1,1,38,-2,0
587,50000.0,2,2,1,41,2,1
588,90000.0,2,3,1,45,0,0
589,20000.0,2,2,2,24,1,1
590,220000.0,2,1,2,30,-1,0
591,240000.0,1,1,2,27,0,0
592,440000.0,2,2,2,40,0,0
593,60000.0,2,2,1,37,5,0
594,380000.0,1,2,1,31,-1,0
595,30000.0,2,3,1,44,2,1
596,120000.0,2,2,2,35,0,0
597,150000.0,1,1,2,29,-2,0
598,90000.0,1,2,2,28,0,0
599,180000.0,2,2,1,34,0,0
600,10000.0,2,2,2,37,-1,0
601,20000.0,1,2,2,24,2,1
602,80000.0,2,3,1,41,2,1
603,610000.0,1,2,1,30,0,0
604,180000.0,2,3,2,27,1,0
605,50000.0,1,3,1,53,1,1
606,130000.0,1,1,2,30,0,1
607,160000.0,1,1,2,26,0,0
608,200000.0,1,1,2,29,0,0
609,20000.0,1,1,2,29,0,0
610,50000.0,2,2,2,56,0,0
611,30000.0,2,2,1,46,1,1
612,140000.0,1,2,1,29,0,0
613,160000.0,1,2,1,45,1,0
614,410000.0,1,1,1,33,-1,0
615,320000.0,2,1,2,30,0,0
616,50000.0,2,2,1,36,0,0
617,110000.0,1,2,2,29,0,0
618,530000.0,2,3,1,50,0,0
619,80000.0,2,2,2,40,0,1
620,190000.0,2,1,2,26,2,1
621,500000.0,1,2,1,58,-1,0
622,270000.0,2,3,2,30,1,0
623,20000.0,2,2,2,26,2,0
624,90000.0,1,2,1,39,0,1
625,10000.0,1,2,2,44,1,0
626,320000.0,2,2,1,36,0,0
627,190000.0,2,1,1,33,0,0
628,380000.0,1,1,1,39,-1,1
629,180000.0,1,2,2,30,0,0
630,360000.0,2,1,2,33,-1,0
631,150000.0,1,2,1,30,1,0
632,50000.0,2,1,1,57,1,1
633,50000.0,1,2,2,39,1,0
634,50000.0,1,3,1,51,0,0
635,340000.0,2,2,2,30,0,0
636,320000.0,1,1,2,26,-1,0
637,230000.0,2,1,2,42,-1,0
638,120000.0,2,1,2,31,-1,0
639,30000.0,1,1,2,34,1,0
640,240000.0,1,1,2,34,-1,0
641,240000.0,2,2,1,32,1,0
642,210000.0,1,1,2,30,0,0
643,20000.0,1,3,2,24,1,0
644,20000.0,2,2,1,42,0,1
645,110000.0,2,1,2,25,1,0
646,130000.0,1,2,1,39,0,0
647,80000.0,2,2,1,28,0,0
648,20000.0,1,2,1,36,1,1
649,10000.0,1,1,1,38,-1,1
650,180000.0,1,2,1,37,-1,0
651,280000.0,2,2,2,29,0,0
652,220000.0,1,1,2,29,2,1
653,260000.0,1,2,1,42,3,1
654,30000.0,1,2,1,40,1,0
655,50000.0,2,2,1,29,-2,0
656,150000.0,2,3,2,47,0,0
657,160000.0,1,3,2,38,0,0
658,20000.0,1,2,2,26,1,0
659,280000.0,1,1,1,42,0,0
660,50000.0,1,2,2,24,0,0
661,300000.0,2,1,2,43,1,0
662,230000.0,1,2,1,31,0,0
663,60000.0,1,3,2,27,0,0
664,190000.0,1,3,1,29,-2,0
665,60000.0,1,2,2,43,1,0
666,100000.0,2,2,2,25,2,1
667,30000.0,2,2,1,45,0,0
668,200000.0,2,2,2,30,6,1
669,30000.0,1,1,3,27,0,0
670,130000.0,1,2,2,25,0,0
671,120000.0,1,2,2,29,0,0
672,160000.0,2,2,2,35,1,0
673,20000.0,2,2,2,23,0,0
674,30000.0,2,2,2,24,2,0
675,70000.0,2,2,2,23,0,0
676,80000.0,1,3,2,25,0,0
677,80000.0,2,2,2,23,0,0
678,100000.0,1,2,2,50,0,0
679,570000.0,1,1,2,31,0,0
680,170000.0,1,1,1,45,2,0
681,50000.0,2,2,2,25,1,0
682,310000.0,2,1,2,39,0,0
683,140000.0,1,1,2,27,0,1
684,200000.0,2,2,2,29,0,0
685,300000.0,2,2,2,26,0,1
686,300000.0,2,1,2,26,0,0
687,140000.0,1,2,2,55,0,0
688,560000.0,1,1,1,47,-1,0
689,200000.0,1,1,1,46,1,1
690,230000.0,2,3,1,31,0,0
691,200000.0,1,1,1,36,0,1
692,160000.0,1,2,2,34,2,1
693,220000.0,1,1,2,29,0,0
694,60000.0,1,3,2,25,0,0
695,390000.0,2,2,1,43,2,1
696,280000.0,2,1,2,39,-2,0
697,80000.0,1,1,1,60,0,0
698,360000.0,1,2,1,34,0,0
699,20000.0,2,2,2,21,0,0
700,500000.0,2,2,1,31,-1,0
701,90000.0,2,1,2,23,-1,0
702,30000.0,2,1,1,33,0,0
703,390000.0,1,1,2,47,1,0
704,360000.0,1,1,1,32,1,1
705,10000.0,2,2,2,32,0,0
706,150000.0,2,1,1,32,1,0
707,40000.0,2,2,2,27,0,0
708,210000.0,2,5,2,29,0,0
709,50000.0,2,2,1,41,0,0
710,10000.0,1,2,2,23,0,1
711,310000.0,2,2,2,26,0,0
712,50000.0,1,1,2,34,0,0
713,150000.0,2,1,1,37,-1,0
714,50000.0,1,3,1,48,0,1
715,250000.0,2,1,2,30,0,0
716,30000.0,2,3,1,46,2,1
717,30000.0,1,1,1,32,0,1
718,30000.0,2,3,1,50,2,1
719,20000.0,2,2,1,44,8,1
720,30000.0,2,1,2,24,0,0
721,300000.0,1,1,1,45,-1,1
